packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName
16.0,16.0,2970.0,17838.0,0.0,1.0,2.0,9.0,4.0,10.0,2286.0,17186.0,59.0,4101.0,186.0,1360.0,1360.0,4725.0,492.0,1320.0,60.0,4054.0,amazon-fire-tv-stick-4k
21.0,19.0,4433.0,5562.0,1.0,6.0,4.0,4.0,6.0,12.0,3561.0,4790.0,14997.0,16663.0,227.0,96.0,1360.0,1360.0,557.0,583.0,14955.0,16621.0,amazon-fire-tv-stick-4k
28.0,21.0,14741.0,5642.0,1.0,6.0,11.0,3.0,13.0,11.0,13589.0,4790.0,11108.0,14996.0,227.0,96.0,1360.0,2667.0,480.0,829.0,11066.0,14954.0,amazon-fire-tv-stick-4k
25.0,20.0,8180.0,5647.0,1.0,7.0,6.0,4.0,8.0,13.0,7136.0,4835.0,12533.0,454.0,227.0,96.0,1360.0,1360.0,594.0,593.0,12492.0,420.0,amazon-fire-tv-stick-4k
14.0,13.0,2274.0,7190.0,0.0,3.0,1.0,5.0,3.0,8.0,1658.0,6658.0,67.0,13731.0,213.0,1360.0,1319.0,1791.0,543.0,716.0,91.0,13660.0,amazon-fire-tv-stick-4k
21.0,20.0,2052.0,6552.0,1.0,5.0,1.0,5.0,4.0,12.0,1144.0,5740.0,15028.0,529.0,190.0,96.0,797.0,2720.0,300.0,834.0,14998.0,501.0,amazon-fire-tv-stick-4k
19.0,16.0,6181.0,11937.0,1.0,1.0,4.0,7.0,7.0,8.0,5377.0,11285.0,155.0,177.0,185.0,1360.0,1360.0,4403.0,583.0,1228.0,132.0,150.0,amazon-fire-tv-stick-4k
20.0,17.0,6255.0,14367.0,1.0,1.0,4.0,8.0,7.0,9.0,5411.0,13675.0,150.0,170.0,185.0,1360.0,1360.0,4080.0,584.0,1101.0,125.0,136.0,amazon-fire-tv-stick-4k
35.0,19.0,7200.0,30410.0,1.0,1.0,4.0,11.0,7.0,12.0,5768.0,29638.0,87.0,158.0,185.0,1360.0,1360.0,7431.0,616.0,1895.0,76.0,129.0,amazon-fire-tv-stick-4k
33.0,20.0,11932.0,20646.0,1.0,1.0,8.0,11.0,11.0,12.0,10568.0,19834.0,99.0,160.0,185.0,1360.0,1360.0,4080.0,476.0,1135.0,83.0,129.0,amazon-fire-tv-stick-4k
41.0,26.0,12509.0,39106.0,1.0,2.0,8.0,14.0,11.0,16.0,10837.0,38054.0,87.0,135.0,185.0,1360.0,1360.0,7859.0,479.0,2168.0,75.0,115.0,amazon-fire-tv-stick-4k
182.0,92.0,19941.0,226976.0,1.0,1.0,10.0,80.0,13.0,81.0,12617.0,223284.0,27.0,52.0,185.0,1360.0,1360.0,12240.0,489.0,1637.0,60.0,70.0,amazon-fire-tv-stick-4k
36.0,24.0,12047.0,24270.0,1.0,3.0,8.0,9.0,11.0,12.0,10479.0,23298.0,143.0,210.0,185.0,1360.0,1360.0,8856.0,476.0,2474.0,120.0,173.0,amazon-fire-tv-stick-4k
13.0,14.0,1709.0,6541.0,0.0,5.0,1.0,5.0,3.0,10.0,1133.0,5969.0,56.0,12673.0,209.0,1360.0,798.0,1360.0,299.0,631.0,58.0,12630.0,amazon-fire-tv-stick-4k
11.0,11.0,2080.0,7631.0,0.0,1.0,1.0,6.0,3.0,7.0,1576.0,7179.0,103.0,11704.0,213.0,1360.0,1237.0,1791.0,504.0,568.0,89.0,34835.0,amazon-fire-tv-stick-4k
17.0,16.0,3362.0,21253.0,0.0,1.0,2.0,9.0,4.0,10.0,2650.0,20601.0,53.0,10555.0,185.0,1360.0,1360.0,5440.0,525.0,1634.0,60.0,10505.0,amazon-fire-tv-stick-4k
11.0,11.0,1771.0,8389.0,0.0,1.0,1.0,6.0,3.0,7.0,1299.0,7937.0,66.0,17119.0,183.0,1360.0,990.0,1390.0,394.0,447.0,67.0,51181.0,amazon-fire-tv-stick-4k
12.0,12.0,2637.0,7412.0,0.0,1.0,2.0,5.0,4.0,6.0,2125.0,6920.0,62.0,13070.0,218.0,1360.0,1360.0,2574.0,490.0,811.0,72.0,13021.0,amazon-fire-tv-stick-4k
17.0,18.0,3694.0,22432.0,0.0,1.0,2.0,10.0,4.0,12.0,2982.0,21700.0,47.0,6049.0,188.0,1360.0,1360.0,6800.0,589.0,1765.0,57.0,6006.0,amazon-fire-tv-stick-4k
15.0,16.0,3075.0,10441.0,0.0,1.0,2.0,9.0,5.0,10.0,2443.0,9789.0,355.0,9616.0,183.0,1360.0,1360.0,1360.0,474.0,484.0,311.0,9567.0,amazon-fire-tv-stick-4k
31.0,27.0,17645.0,5944.0,1.0,8.0,13.0,4.0,15.0,14.0,16349.0,4852.0,10032.0,338.0,227.0,96.0,1360.0,1360.0,475.0,591.0,9990.0,321.0,amazon-fire-tv-stick-4k
11.0,11.0,1613.0,8323.0,0.0,1.0,1.0,6.0,3.0,7.0,1141.0,7871.0,68.0,7762.0,183.0,1360.0,832.0,1360.0,320.0,442.0,74.0,23121.0,amazon-fire-tv-stick-4k
11.0,10.0,2120.0,6404.0,0.0,1.0,1.0,5.0,3.0,6.0,1648.0,5992.0,85.0,11170.0,213.0,1360.0,1309.0,1791.0,538.0,592.0,95.0,31370.0,amazon-fire-tv-stick-4k
22.0,22.0,2235.0,6757.0,1.0,9.0,1.0,6.0,4.0,17.0,1275.0,5865.0,14313.0,458.0,190.0,96.0,928.0,1360.0,356.0,613.0,14284.0,444.0,amazon-fire-tv-stick-4k
26.0,16.0,20464.0,5845.0,1.0,2.0,15.0,5.0,17.0,7.0,19092.0,5005.0,12014.0,2348.0,225.0,1408.0,1408.0,1491.0,448.0,632.0,12009.0,2342.0,amazon-fire-tv-stick-4k
24.0,21.0,8773.0,5642.0,1.0,6.0,7.0,4.0,9.0,12.0,7781.0,4790.0,13042.0,14998.0,227.0,96.0,1360.0,1360.0,572.0,583.0,12996.0,14973.0,amazon-fire-tv-stick-4k
12.0,12.0,2637.0,7412.0,0.0,1.0,2.0,5.0,4.0,6.0,2125.0,6920.0,54.0,9628.0,218.0,1360.0,1360.0,2574.0,490.0,811.0,58.0,9585.0,amazon-fire-tv-stick-4k
21.0,18.0,4301.0,5522.0,1.0,6.0,4.0,4.0,6.0,12.0,3429.0,4790.0,15042.0,510.0,227.0,96.0,1360.0,1360.0,564.0,583.0,14998.0,472.0,amazon-fire-tv-stick-4k
98.0,145.0,9312.0,15762.0,67.0,68.0,2.0,6.0,79.0,74.0,5348.0,9950.0,18480.0,12448.0,124.0,1360.0,659.0,2720.0,195.0,1006.0,18432.0,12402.0,amazon-fire-tv-stick-4k
12.0,13.0,2637.0,7452.0,0.0,1.0,2.0,6.0,4.0,7.0,2125.0,6920.0,53.0,13928.0,218.0,1360.0,1360.0,1360.0,490.0,505.0,64.0,13886.0,amazon-fire-tv-stick-4k
22.0,17.0,2046.0,6479.0,1.0,6.0,1.0,4.0,4.0,12.0,1122.0,5787.0,14315.0,531.0,190.0,96.0,775.0,3488.0,291.0,1053.0,14281.0,499.0,amazon-fire-tv-stick-4k
16.0,16.0,3127.0,10567.0,0.0,1.0,2.0,8.0,5.0,10.0,2443.0,9915.0,320.0,7301.0,183.0,1360.0,1360.0,1515.0,474.0,540.0,276.0,7252.0,amazon-fire-tv-stick-4k
26.0,23.0,4681.0,5829.0,1.0,9.0,4.0,4.0,6.0,15.0,3561.0,4897.0,11998.0,13634.0,227.0,96.0,1360.0,1360.0,557.0,601.0,11957.0,13593.0,amazon-fire-tv-stick-4k
35.0,30.0,17865.0,6164.0,1.0,11.0,13.0,4.0,15.0,17.0,16349.0,4952.0,8822.0,10343.0,227.0,96.0,1360.0,1360.0,475.0,609.0,8782.0,10303.0,amazon-fire-tv-stick-4k
26.0,22.0,8256.0,5775.0,1.0,9.0,6.0,4.0,8.0,15.0,7136.0,4883.0,12031.0,435.0,227.0,96.0,1360.0,1360.0,594.0,596.0,11989.0,401.0,amazon-fire-tv-stick-4k
12.0,13.0,2637.0,7452.0,0.0,1.0,2.0,6.0,4.0,7.0,2125.0,6920.0,56.0,13759.0,218.0,1360.0,1360.0,1360.0,490.0,505.0,60.0,13714.0,amazon-fire-tv-stick-4k
11.0,8.0,2120.0,6324.0,0.0,1.0,1.0,3.0,3.0,4.0,1648.0,5992.0,87.0,24593.0,213.0,4511.0,1309.0,4511.0,538.0,1771.0,89.0,59970.0,amazon-fire-tv-stick-4k
25.0,15.0,16054.0,5756.0,1.0,2.0,12.0,4.0,14.0,7.0,14746.0,4968.0,12510.0,2136.0,225.0,1408.0,1408.0,1408.0,458.0,627.0,12501.0,2127.0,amazon-fire-tv-stick-4k
306.0,100.0,36344.0,417875.0,0.0,1.0,18.0,83.0,21.0,84.0,23280.0,413863.0,6.0,960.0,185.0,1360.0,1360.0,31280.0,482.0,3413.0,56.0,928.0,amazon-fire-tv-stick-4k
11.0,10.0,2048.0,6231.0,0.0,1.0,1.0,5.0,3.0,6.0,1576.0,5819.0,87.0,18111.0,213.0,1360.0,1237.0,1791.0,504.0,596.0,96.0,51007.0,amazon-fire-tv-stick-4k
12.0,13.0,2637.0,7452.0,0.0,1.0,2.0,6.0,4.0,7.0,2125.0,6920.0,55.0,15030.0,218.0,1360.0,1360.0,1360.0,490.0,505.0,64.0,14986.0,amazon-fire-tv-stick-4k
14.0,13.0,1613.0,7020.0,1.0,0.0,1.0,5.0,4.0,6.0,877.0,6336.0,23.0,24.0,189.0,1408.0,531.0,1408.0,188.0,449.0,46.0,44.0,amazon-fire-tv-stick-4k
22.0,22.0,2183.0,6665.0,1.0,6.0,1.0,6.0,4.0,14.0,1235.0,5773.0,14318.0,442.0,190.0,96.0,888.0,1360.0,339.0,596.0,14289.0,430.0,amazon-fire-tv-stick-4k
11.0,10.0,1613.0,8283.0,0.0,1.0,1.0,5.0,3.0,6.0,1141.0,7871.0,77.0,10583.0,183.0,1360.0,832.0,2568.0,320.0,728.0,77.0,29728.0,amazon-fire-tv-stick-4k
15.0,16.0,3075.0,10441.0,0.0,1.0,2.0,9.0,5.0,10.0,2443.0,9789.0,337.0,6364.0,183.0,1360.0,1360.0,1360.0,474.0,484.0,295.0,6317.0,amazon-fire-tv-stick-4k
21.0,19.0,4433.0,5562.0,1.0,6.0,4.0,4.0,6.0,12.0,3561.0,4790.0,14999.0,16666.0,227.0,96.0,1360.0,1360.0,557.0,583.0,14956.0,16622.0,amazon-fire-tv-stick-4k
30.0,23.0,17581.0,5722.0,1.0,6.0,13.0,4.0,15.0,12.0,16349.0,4790.0,10344.0,13635.0,227.0,96.0,1360.0,1360.0,475.0,583.0,10302.0,13593.0,amazon-fire-tv-stick-4k
23.0,19.0,8088.0,5562.0,1.0,6.0,6.0,4.0,8.0,12.0,7136.0,4790.0,13669.0,475.0,227.0,96.0,1360.0,1360.0,594.0,583.0,13631.0,442.0,amazon-fire-tv-stick-4k
12.0,11.0,2100.0,7631.0,0.0,1.0,1.0,6.0,3.0,7.0,1576.0,7179.0,93.0,6847.0,213.0,1360.0,1237.0,1791.0,504.0,568.0,115.0,20272.0,amazon-fire-tv-stick-4k
11.0,11.0,1493.0,8697.0,0.0,1.0,1.0,6.0,3.0,7.0,1001.0,8245.0,97.0,8829.0,183.0,1360.0,692.0,2568.0,254.0,756.0,71.0,26222.0,amazon-fire-tv-stick-4k
12.0,13.0,2637.0,7452.0,0.0,1.0,2.0,6.0,4.0,7.0,2125.0,6920.0,60.0,5976.0,218.0,1360.0,1360.0,1360.0,490.0,505.0,58.0,5932.0,amazon-fire-tv-stick-4k
129.0,168.0,31354.0,17565.0,68.0,75.0,19.0,6.0,102.0,83.0,26114.0,10833.0,13903.0,10656.0,124.0,1360.0,1360.0,3298.0,193.0,1153.0,13859.0,10612.0,amazon-fire-tv-stick-4k
22.0,14.0,12401.0,5568.0,1.0,2.0,10.0,4.0,11.0,8.0,11237.0,4832.0,14295.0,2406.0,236.0,1408.0,1408.0,1491.0,465.0,647.0,14287.0,2387.0,amazon-fire-tv-stick-4k
29.0,22.0,8837.0,17968.0,1.0,4.0,7.0,11.0,9.0,15.0,7285.0,16816.0,10743.0,1478.0,204.0,1408.0,1408.0,3562.0,517.0,1212.0,10717.0,1454.0,amazon-fire-tv-stick-4k
12.0,11.0,1792.0,6341.0,0.0,3.0,1.0,4.0,3.0,7.0,1256.0,5889.0,52.0,18021.0,177.0,1360.0,953.0,2720.0,378.0,948.0,57.0,53924.0,amazon-fire-tv-stick-4k
11.0,10.0,1771.0,8349.0,0.0,1.0,1.0,5.0,3.0,6.0,1299.0,7937.0,66.0,7885.0,183.0,1360.0,990.0,2568.0,394.0,728.0,62.0,22116.0,amazon-fire-tv-stick-4k
11.0,11.0,2120.0,6444.0,0.0,1.0,1.0,6.0,3.0,7.0,1648.0,5992.0,86.0,14797.0,213.0,1360.0,1309.0,1360.0,538.0,505.0,100.0,44176.0,amazon-fire-tv-stick-4k
27.0,14.0,20504.0,5704.0,1.0,2.0,15.0,4.0,17.0,6.0,19092.0,4968.0,11551.0,3994.0,225.0,1408.0,1408.0,1491.0,448.0,632.0,11542.0,3985.0,amazon-fire-tv-stick-4k
22.0,15.0,3242.0,18995.0,0.0,1.0,2.0,8.0,4.0,9.0,2318.0,18383.0,37.0,11261.0,218.0,1360.0,1360.0,8160.0,486.0,2267.0,60.0,11209.0,amazon-fire-tv-stick-4k
16.0,16.0,3127.0,11603.0,0.0,1.0,2.0,9.0,5.0,10.0,2443.0,10951.0,329.0,6399.0,183.0,1360.0,1360.0,2568.0,474.0,676.0,282.0,6344.0,amazon-fire-tv-stick-4k
11.0,12.0,1613.0,8392.0,0.0,1.0,1.0,7.0,3.0,8.0,1141.0,7900.0,68.0,15979.0,183.0,1360.0,832.0,1360.0,320.0,468.0,66.0,15924.0,amazon-fire-tv-stick-4k
26.0,24.0,4693.0,5900.0,1.0,10.0,4.0,4.0,6.0,16.0,3561.0,4928.0,11997.0,13040.0,227.0,96.0,1360.0,1360.0,557.0,605.0,11958.0,13001.0,amazon-fire-tv-stick-4k
30.0,25.0,7350.0,5940.0,1.0,10.0,5.0,3.0,8.0,15.0,6046.0,4928.0,10342.0,12497.0,227.0,96.0,1360.0,2667.0,606.0,841.0,10302.0,12458.0,amazon-fire-tv-stick-4k
26.0,23.0,8257.0,5815.0,1.0,9.0,6.0,4.0,8.0,15.0,7137.0,4883.0,12030.0,403.0,227.0,96.0,1360.0,1360.0,594.0,596.0,11988.0,369.0,amazon-fire-tv-stick-4k
29.0,23.0,14533.0,5784.0,1.0,8.0,11.0,4.0,13.0,14.0,13305.0,4852.0,10741.0,402.0,227.0,96.0,1360.0,1360.0,484.0,591.0,10701.0,370.0,amazon-fire-tv-stick-4k
35.0,21.0,7466.0,37808.0,1.0,1.0,5.0,14.0,8.0,15.0,6034.0,36956.0,86.0,140.0,185.0,1360.0,1360.0,8160.0,608.0,1666.0,78.0,113.0,amazon-fire-tv-stick-4k
84.0,40.0,15085.0,90312.0,1.0,1.0,9.0,31.0,12.0,32.0,11693.0,88700.0,42.0,86.0,185.0,1360.0,1360.0,10880.0,488.0,1529.0,50.0,75.0,amazon-fire-tv-stick-4k
12.0,13.0,2637.0,7452.0,0.0,1.0,2.0,6.0,4.0,7.0,2125.0,6920.0,56.0,10036.0,218.0,1360.0,1360.0,1360.0,490.0,505.0,59.0,9991.0,amazon-fire-tv-stick-4k
12.0,11.0,1670.0,6341.0,0.0,3.0,1.0,4.0,3.0,7.0,1134.0,5889.0,60.0,13581.0,209.0,1360.0,799.0,2720.0,299.0,948.0,64.0,40588.0,amazon-fire-tv-stick-4k
21.0,18.0,2028.0,6517.0,1.0,6.0,1.0,5.0,4.0,13.0,1144.0,5785.0,15029.0,497.0,190.0,96.0,797.0,2128.0,300.0,743.0,15001.0,468.0,amazon-fire-tv-stick-4k
12.0,11.0,1823.0,8419.0,0.0,2.0,1.0,5.0,3.0,7.0,1299.0,7967.0,69.0,15676.0,183.0,1360.0,990.0,2568.0,394.0,812.0,60.0,46818.0,amazon-fire-tv-stick-4k
17.0,14.0,1477.0,18929.0,1.0,0.0,1.0,9.0,4.0,9.0,585.0,18205.0,18764.0,23094.0,191.0,1408.0,237.0,4224.0,77.0,1090.0,18746.0,23077.0,amazon-fire-tv-stick-4k
11.0,10.0,2048.0,6231.0,0.0,1.0,1.0,5.0,3.0,6.0,1576.0,5819.0,80.0,12455.0,213.0,1360.0,1237.0,1791.0,504.0,596.0,92.0,35017.0,amazon-fire-tv-stick-4k
12.0,11.0,1716.0,7416.0,0.0,1.0,1.0,5.0,3.0,6.0,1204.0,6964.0,85.0,16527.0,153.0,1360.0,925.0,2555.0,370.0,792.0,85.0,49335.0,amazon-fire-tv-stick-4k
12.0,12.0,2605.0,7412.0,0.0,1.0,2.0,5.0,4.0,6.0,2093.0,6920.0,57.0,8846.0,186.0,1360.0,1360.0,2574.0,495.0,811.0,59.0,8801.0,amazon-fire-tv-stick-4k
11.0,11.0,1415.0,7337.0,0.0,1.0,1.0,6.0,3.0,7.0,943.0,6885.0,69.0,17039.0,183.0,1360.0,634.0,1360.0,227.0,508.0,68.0,50946.0,amazon-fire-tv-stick-4k
23.0,19.0,4525.0,5607.0,1.0,7.0,4.0,3.0,6.0,12.0,3561.0,4835.0,13634.0,16665.0,227.0,96.0,1360.0,2667.0,557.0,831.0,13594.0,16625.0,amazon-fire-tv-stick-4k
30.0,22.0,14833.0,5727.0,1.0,7.0,11.0,3.0,13.0,12.0,13589.0,4835.0,10343.0,14284.0,227.0,96.0,1360.0,2667.0,480.0,831.0,10304.0,14245.0,amazon-fire-tv-stick-4k
24.0,20.0,8146.0,5647.0,1.0,7.0,6.0,4.0,8.0,13.0,7142.0,4835.0,13078.0,454.0,227.0,96.0,1360.0,1360.0,594.0,593.0,13037.0,419.0,amazon-fire-tv-stick-4k
97.0,146.0,9226.0,15802.0,66.0,68.0,2.0,6.0,78.0,74.0,5302.0,9950.0,18600.0,12314.0,124.0,1360.0,659.0,1938.0,195.0,894.0,18554.0,12268.0,amazon-fire-tv-stick-4k
11.0,10.0,2120.0,6404.0,0.0,1.0,1.0,5.0,3.0,6.0,1648.0,5992.0,80.0,6921.0,213.0,1360.0,1309.0,1791.0,538.0,592.0,89.0,19361.0,amazon-fire-tv-stick-4k
30.0,17.0,21134.0,5955.0,1.0,2.0,16.0,4.0,18.0,7.0,19554.0,5051.0,10356.0,1805.0,225.0,1408.0,1408.0,1491.0,452.0,640.0,10349.0,1797.0,amazon-fire-tv-stick-4k
13.0,12.0,2677.0,7412.0,0.0,1.0,2.0,6.0,4.0,7.0,2125.0,6920.0,50.0,9403.0,218.0,1360.0,1360.0,1360.0,490.0,505.0,64.0,9356.0,amazon-fire-tv-stick-4k
15.0,14.0,2326.0,7267.0,0.0,4.0,1.0,5.0,3.0,9.0,1658.0,6695.0,72.0,13685.0,213.0,1360.0,1319.0,1791.0,543.0,720.0,94.0,13618.0,amazon-fire-tv-stick-4k
12.0,12.0,1811.0,9495.0,0.0,1.0,1.0,7.0,3.0,8.0,1299.0,9003.0,79.0,6008.0,183.0,1360.0,990.0,2568.0,394.0,700.0,68.0,5942.0,amazon-fire-tv-stick-4k
7.0,8.0,1481.0,1056.0,1.0,0.0,1.0,1.0,3.0,2.0,1181.0,724.0,112.0,22933.0,217.0,152.0,913.0,572.0,373.0,210.0,87.0,55983.0,amazon-fire-tv-stick-4k
7.0,8.0,1423.0,959.0,1.0,0.0,1.0,1.0,3.0,2.0,1123.0,627.0,102.0,22937.0,217.0,152.0,855.0,475.0,346.0,161.0,75.0,56000.0,amazon-fire-tv-stick-4k
57.0,34.0,7893.0,122109.0,0.0,1.0,5.0,26.0,7.0,27.0,5581.0,120737.0,35.0,4929.0,185.0,1360.0,1360.0,16320.0,502.0,3121.0,96.0,4864.0,amazon-fire-tv-stick-4k
7.0,8.0,1423.0,1810.0,1.0,0.0,1.0,1.0,3.0,2.0,1123.0,1478.0,109.0,23039.0,217.0,152.0,855.0,1326.0,346.0,587.0,80.0,56238.0,amazon-fire-tv-stick-4k
70.0,43.0,72642.0,6584.0,2.0,8.0,52.0,3.0,55.0,13.0,69786.0,4852.0,617.0,1013.0,227.0,96.0,1360.0,2720.0,495.0,843.0,580.0,976.0,amazon-fire-tv-stick-4k
8.0,7.0,3064.0,983.0,1.0,0.0,2.0,1.0,4.0,2.0,2724.0,691.0,112.0,11660.0,217.0,152.0,1360.0,539.0,558.0,193.0,98.0,25813.0,amazon-fire-tv-stick-4k
16.0,15.0,5903.0,8354.0,0.0,1.0,4.0,6.0,6.0,7.0,5231.0,7742.0,76.0,5080.0,185.0,1360.0,1360.0,2720.0,517.0,787.0,83.0,5012.0,amazon-fire-tv-stick-4k
8.0,7.0,2992.0,966.0,1.0,0.0,2.0,1.0,4.0,2.0,2652.0,674.0,111.0,11708.0,217.0,152.0,1360.0,522.0,545.0,185.0,97.0,25926.0,amazon-fire-tv-stick-4k
68.0,44.0,11194.0,80559.0,0.0,1.0,6.0,34.0,9.0,35.0,8442.0,78787.0,67.0,3679.0,188.0,1360.0,1360.0,6800.0,565.0,1180.0,64.0,3613.0,amazon-fire-tv-stick-4k
11.0,10.0,1415.0,7297.0,0.0,1.0,1.0,5.0,3.0,6.0,943.0,6885.0,67.0,17606.0,183.0,1360.0,634.0,2568.0,227.0,813.0,64.0,49617.0,amazon-fire-tv-stick-4k
34.0,23.0,12622.0,19368.0,2.0,1.0,8.0,14.0,13.0,15.0,11230.0,18436.0,146.0,7195.0,188.0,1360.0,1360.0,5928.0,622.0,654.0,127.0,7152.0,amazon-fire-tv-stick-4k
15.0,13.0,1816.0,8383.0,1.0,2.0,1.0,6.0,4.0,8.0,1172.0,7851.0,21484.0,2086.0,183.0,1360.0,832.0,2568.0,315.0,789.0,21410.0,7277.0,amazon-fire-tv-stick-4k
24.0,23.0,3579.0,7067.0,1.0,8.0,2.0,6.0,5.0,16.0,2539.0,6135.0,13090.0,465.0,193.0,96.0,1360.0,1360.0,510.0,603.0,13051.0,446.0,amazon-fire-tv-stick-4k
23.0,21.0,4525.0,5687.0,1.0,7.0,4.0,4.0,6.0,13.0,3561.0,4835.0,13635.0,14999.0,227.0,96.0,1360.0,1360.0,557.0,593.0,13593.0,14977.0,amazon-fire-tv-stick-4k
21.0,18.0,5181.0,5522.0,1.0,6.0,4.0,4.0,6.0,12.0,4309.0,4790.0,15036.0,504.0,227.0,96.0,1360.0,1360.0,595.0,583.0,14996.0,470.0,amazon-fire-tv-stick-4k
32.0,24.0,18987.0,5762.0,1.0,6.0,14.0,4.0,17.0,12.0,17675.0,4790.0,9706.0,380.0,227.0,96.0,1360.0,1360.0,472.0,583.0,9667.0,348.0,amazon-fire-tv-stick-4k
12.0,12.0,2637.0,7412.0,0.0,1.0,2.0,5.0,4.0,6.0,2125.0,6920.0,58.0,9769.0,218.0,1360.0,1360.0,2574.0,490.0,811.0,65.0,9722.0,amazon-fire-tv-stick-4k
23.0,19.0,8094.0,5562.0,1.0,6.0,6.0,4.0,8.0,12.0,7142.0,4790.0,13672.0,479.0,227.0,96.0,1360.0,1360.0,594.0,583.0,13628.0,443.0,amazon-fire-tv-stick-4k
11.0,11.0,2048.0,6271.0,0.0,1.0,1.0,5.0,3.0,6.0,1576.0,5819.0,85.0,11295.0,213.0,1360.0,1237.0,1791.0,504.0,596.0,93.0,33676.0,amazon-fire-tv-stick-4k
12.0,12.0,1823.0,8459.0,0.0,2.0,1.0,6.0,3.0,8.0,1299.0,7967.0,73.0,7835.0,183.0,1360.0,990.0,1390.0,394.0,555.0,67.0,7768.0,amazon-fire-tv-stick-4k
13.0,12.0,2677.0,7412.0,0.0,1.0,2.0,6.0,4.0,7.0,2125.0,6920.0,53.0,15902.0,218.0,1360.0,1360.0,1360.0,490.0,505.0,66.0,15851.0,amazon-fire-tv-stick-4k
27.0,21.0,5935.0,27387.0,0.0,1.0,4.0,13.0,6.0,14.0,4811.0,26535.0,51.0,8619.0,185.0,1360.0,1360.0,6087.0,498.0,1100.0,62.0,8570.0,amazon-fire-tv-stick-4k
17.0,20.0,3726.0,22541.0,0.0,1.0,2.0,13.0,4.0,14.0,3014.0,21729.0,45.0,8544.0,220.0,1360.0,1360.0,4080.0,581.0,1102.0,60.0,8497.0,amazon-fire-tv-stick-4k
550.0,250.0,715015.0,18008.0,2.0,20.0,515.0,4.0,521.0,40.0,692983.0,7996.0,580.0,107.0,227.0,96.0,1360.0,1360.0,641.0,639.0,543.0,100.0,amazon-fire-tv-stick-4k
636.0,370.0,835895.0,22808.0,2.0,20.0,604.0,4.0,607.0,40.0,810423.0,7996.0,503.0,74.0,227.0,96.0,1360.0,1360.0,519.0,639.0,467.0,82.0,amazon-fire-tv-stick-4k
99.0,148.0,9340.0,15884.0,67.0,68.0,2.0,6.0,79.0,74.0,5348.0,9952.0,18158.0,12105.0,124.0,1360.0,659.0,2720.0,195.0,1006.0,18115.0,12075.0,amazon-fire-tv-stick-4k
20.0,17.0,1867.0,6434.0,1.0,5.0,1.0,5.0,4.0,12.0,1035.0,5742.0,15821.0,526.0,190.0,96.0,688.0,2720.0,254.0,834.0,15791.0,499.0,amazon-fire-tv-stick-4k
19.0,17.0,1877.0,6434.0,1.0,5.0,1.0,5.0,4.0,12.0,1085.0,5742.0,42.0,38.0,190.0,96.0,738.0,2720.0,275.0,834.0,53.0,61.0,amazon-fire-tv-stick-4k
18.0,16.0,1770.0,6394.0,1.0,5.0,1.0,4.0,4.0,11.0,1018.0,5742.0,44.0,41.0,190.0,96.0,671.0,4080.0,247.0,1191.0,54.0,55.0,amazon-fire-tv-stick-4k
19.0,17.0,1758.0,6434.0,1.0,5.0,1.0,5.0,4.0,12.0,966.0,5742.0,41.0,39.0,190.0,96.0,619.0,2128.0,225.0,731.0,52.0,59.0,amazon-fire-tv-stick-4k
19.0,18.0,1758.0,6474.0,1.0,5.0,1.0,6.0,4.0,13.0,966.0,5742.0,44.0,37.0,190.0,96.0,619.0,1360.0,225.0,590.0,54.0,44.0,amazon-fire-tv-stick-4k
14.0,12.0,1406.0,7567.0,1.0,1.0,1.0,6.0,4.0,7.0,814.0,7075.0,71.0,68.0,199.0,1360.0,458.0,1360.0,158.0,476.0,85.0,87.0,amazon-fire-tv-stick-4k
13.0,11.0,1439.0,7769.0,0.0,1.0,1.0,5.0,3.0,6.0,887.0,7317.0,2218.0,2649.0,183.0,1360.0,578.0,2720.0,200.0,800.0,2130.0,7705.0,amazon-fire-tv-stick-4k
11.0,11.0,1447.0,7337.0,0.0,1.0,1.0,6.0,3.0,7.0,975.0,6885.0,65.0,7427.0,215.0,1360.0,634.0,1360.0,221.0,508.0,61.0,22116.0,amazon-fire-tv-stick-4k
12.0,13.0,1665.0,9404.0,0.0,1.0,1.0,8.0,3.0,9.0,1141.0,8872.0,128.0,6153.0,183.0,1360.0,832.0,1360.0,320.0,442.0,185.0,6042.0,amazon-fire-tv-stick-4k
17.0,14.0,2115.0,14737.0,0.0,3.0,1.0,7.0,3.0,10.0,1343.0,14165.0,84.0,5947.0,197.0,1360.0,1020.0,4772.0,405.0,1368.0,180.0,5841.0,amazon-fire-tv-stick-4k
13.0,14.0,1833.0,6541.0,0.0,5.0,1.0,5.0,3.0,10.0,1257.0,5969.0,60.0,6358.0,177.0,1360.0,954.0,1360.0,378.0,631.0,69.0,6313.0,amazon-fire-tv-stick-4k
