packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName
27.0,21.0,12982.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,11870.0,4764.0,50.0,55.0,417.0,96.0,1360.0,1360.0,585.0,588.0,70.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1672.0,7451.0,1.0,2.0,1.0,6.0,4.0,8.0,988.0,6663.0,24.0,20.0,207.0,1408.0,624.0,1408.0,226.0,549.0,70.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,18.0,4392.0,5496.0,3.0,5.0,3.0,4.0,8.0,11.0,3520.0,4764.0,64.0,65.0,417.0,96.0,1360.0,1360.0,544.0,588.0,73.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2716.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1924.0,4764.0,74.0,68.0,417.0,96.0,1162.0,2715.0,398.0,842.0,76.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1924.0,6496.0,1.0,1.0,3.0,5.0,5.0,6.0,1332.0,5964.0,59.0,64.0,416.0,1360.0,540.0,1791.0,190.0,592.0,78.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1728.0,7341.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,26.0,24.0,204.0,1408.0,683.0,1408.0,251.0,580.0,81.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1592.0,7328.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,25.0,22.0,204.0,1408.0,547.0,1408.0,194.0,579.0,76.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
25.0,18.0,10863.0,5496.0,2.0,5.0,8.0,4.0,12.0,11.0,9831.0,4764.0,57.0,70.0,417.0,96.0,1360.0,1360.0,588.0,588.0,70.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,20.0,15846.0,5576.0,2.0,5.0,12.0,3.0,16.0,10.0,14654.0,4764.0,45.0,58.0,417.0,96.0,1360.0,2715.0,584.0,842.0,67.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,22.0,12548.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,11476.0,4764.0,53.0,54.0,417.0,96.0,1360.0,1360.0,583.0,588.0,68.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1692.0,7355.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,25.0,22.0,204.0,1408.0,647.0,1408.0,236.0,581.0,77.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,17.0,1787.0,7572.0,4.0,4.0,1.0,5.0,8.0,10.0,915.0,6880.0,911.0,1130.0,214.0,1360.0,317.0,1942.0,96.0,703.0,873.0,1104.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,19.0,2784.0,5632.0,2.0,5.0,2.0,4.0,6.0,12.0,1924.0,4860.0,93.0,84.0,417.0,96.0,1162.0,1360.0,398.0,593.0,121.0,112.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,15.0,1672.0,7399.0,1.0,2.0,1.0,5.0,4.0,7.0,936.0,6599.0,24.0,22.0,204.0,1408.0,575.0,1408.0,206.0,580.0,80.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,19.0,5842.0,5536.0,2.0,5.0,4.0,4.0,9.0,11.0,4930.0,4764.0,61.0,61.0,417.0,96.0,1360.0,1360.0,584.0,588.0,73.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1672.0,7451.0,1.0,2.0,1.0,6.0,4.0,8.0,988.0,6663.0,22.0,18.0,207.0,1408.0,624.0,1408.0,226.0,549.0,65.0,64.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,19.0,13660.0,5536.0,2.0,5.0,10.0,3.0,14.0,10.0,12548.0,4764.0,50.0,63.0,417.0,96.0,1360.0,2715.0,583.0,842.0,67.0,86.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,12776.0,5656.0,3.0,5.0,9.0,4.0,14.0,11.0,11664.0,4764.0,49.0,53.0,417.0,96.0,1360.0,1360.0,586.0,588.0,69.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,21.0,14783.0,5616.0,2.0,5.0,11.0,4.0,15.0,11.0,13631.0,4764.0,51.0,59.0,417.0,96.0,1360.0,1360.0,584.0,588.0,70.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
111.0,162.0,15539.0,17187.0,66.0,66.0,14.0,7.0,84.0,81.0,11067.0,10695.0,16205.0,11071.0,214.0,1360.0,1360.0,1360.0,403.0,804.0,16164.0,11043.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2716.0,5496.0,2.0,5.0,2.0,4.0,6.0,11.0,1924.0,4764.0,76.0,70.0,417.0,96.0,1162.0,1360.0,398.0,588.0,81.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6496.0,2.0,1.0,3.0,5.0,6.0,6.0,1332.0,5964.0,57.0,64.0,416.0,1360.0,540.0,1791.0,199.0,592.0,73.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,17.0,4392.0,5456.0,3.0,5.0,3.0,4.0,8.0,11.0,3520.0,4764.0,63.0,68.0,417.0,96.0,1360.0,1360.0,544.0,588.0,72.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1728.0,7341.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,27.0,24.0,204.0,1408.0,683.0,1408.0,251.0,580.0,83.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1592.0,7328.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,27.0,25.0,204.0,1408.0,547.0,1408.0,194.0,579.0,74.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,26.0,25.0,204.0,1408.0,647.0,1408.0,236.0,581.0,81.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,22.0,12548.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,11476.0,4764.0,48.0,49.0,417.0,96.0,1360.0,1360.0,583.0,588.0,67.0,57.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,72.0,66.0,417.0,96.0,1164.0,1360.0,398.0,588.0,75.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13933.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12821.0,4764.0,49.0,55.0,417.0,96.0,1360.0,1360.0,584.0,588.0,69.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13833.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12721.0,4764.0,52.0,59.0,417.0,96.0,1360.0,1360.0,584.0,588.0,75.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,20.0,13013.0,5621.0,2.0,6.0,9.0,4.0,14.0,12.0,11809.0,4809.0,46.0,59.0,417.0,96.0,1360.0,1360.0,585.0,597.0,70.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1612.0,7310.0,1.0,2.0,1.0,5.0,4.0,7.0,928.0,6574.0,26.0,24.0,204.0,1408.0,567.0,1408.0,202.0,578.0,78.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,16.0,4392.0,5416.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,64.0,74.0,417.0,96.0,1360.0,2715.0,544.0,842.0,74.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,18.0,6436.0,5496.0,2.0,5.0,5.0,4.0,9.0,11.0,5524.0,4764.0,57.0,61.0,417.0,96.0,1360.0,1360.0,561.0,588.0,67.0,70.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1672.0,7451.0,1.0,2.0,1.0,6.0,4.0,8.0,988.0,6663.0,25.0,21.0,207.0,1408.0,624.0,1408.0,226.0,549.0,68.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,74.0,68.0,417.0,96.0,1164.0,1360.0,398.0,588.0,77.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6496.0,2.0,1.0,3.0,5.0,6.0,6.0,1332.0,5964.0,64.0,71.0,416.0,1360.0,540.0,1791.0,199.0,592.0,74.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
118.0,167.0,16540.0,17612.0,68.0,68.0,16.0,6.0,88.0,83.0,11776.0,10920.0,15186.0,10703.0,214.0,1360.0,1360.0,2720.0,403.0,1008.0,15142.0,10672.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,20.0,12548.0,5576.0,2.0,5.0,9.0,4.0,13.0,11.0,11476.0,4764.0,49.0,56.0,417.0,96.0,1360.0,1360.0,583.0,588.0,65.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1608.0,7306.0,1.0,2.0,1.0,5.0,4.0,7.0,924.0,6570.0,27.0,25.0,204.0,1408.0,563.0,1408.0,201.0,578.0,84.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1728.0,7422.0,1.0,2.0,1.0,6.0,4.0,8.0,1044.0,6634.0,30.0,24.0,204.0,1408.0,683.0,1408.0,251.0,549.0,82.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,23.0,13151.0,5696.0,2.0,5.0,10.0,4.0,14.0,11.0,12039.0,4764.0,53.0,53.0,417.0,96.0,1360.0,1360.0,584.0,588.0,73.0,65.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,20.0,14629.0,5576.0,2.0,5.0,11.0,3.0,15.0,10.0,13477.0,4764.0,45.0,56.0,417.0,96.0,1360.0,2715.0,583.0,842.0,65.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,23.0,15509.0,5696.0,2.0,5.0,11.0,4.0,15.0,11.0,14357.0,4764.0,47.0,50.0,417.0,96.0,1360.0,1360.0,587.0,588.0,68.0,59.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,19.0,13207.0,5536.0,2.0,5.0,10.0,3.0,14.0,10.0,12095.0,4764.0,51.0,65.0,417.0,96.0,1360.0,2720.0,584.0,843.0,69.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,22.0,13093.0,5701.0,2.0,6.0,10.0,4.0,14.0,12.0,11889.0,4809.0,46.0,54.0,417.0,96.0,1360.0,1360.0,585.0,597.0,67.0,61.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1592.0,7357.0,1.0,2.0,1.0,6.0,4.0,8.0,908.0,6621.0,30.0,27.0,204.0,1408.0,547.0,1408.0,194.0,550.0,82.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,30.0,30.0,204.0,1408.0,647.0,1408.0,236.0,581.0,91.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,71.0,61.0,417.0,96.0,1164.0,1360.0,398.0,588.0,74.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,19.0,5015.0,5536.0,2.0,5.0,4.0,4.0,8.0,11.0,4143.0,4764.0,61.0,58.0,417.0,96.0,1360.0,1360.0,525.0,588.0,70.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1672.0,7370.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,27.0,24.0,207.0,1408.0,624.0,1408.0,226.0,582.0,67.0,65.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,76.0,65.0,417.0,96.0,1164.0,1360.0,398.0,588.0,82.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,20.0,5842.0,5576.0,2.0,5.0,4.0,4.0,9.0,11.0,4930.0,4764.0,60.0,57.0,417.0,96.0,1360.0,1360.0,584.0,588.0,70.0,63.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1924.0,6496.0,1.0,1.0,3.0,5.0,5.0,6.0,1332.0,5964.0,59.0,64.0,416.0,1360.0,540.0,1791.0,190.0,592.0,76.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,13568.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12456.0,4764.0,49.0,52.0,417.0,96.0,1360.0,1360.0,583.0,588.0,66.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,19.0,13695.0,5536.0,2.0,5.0,10.0,4.0,14.0,11.0,12583.0,4764.0,50.0,63.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,20.0,13509.0,5576.0,2.0,5.0,10.0,4.0,14.0,11.0,12397.0,4764.0,50.0,60.0,417.0,96.0,1360.0,1360.0,583.0,588.0,67.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,12967.0,5616.0,2.0,5.0,9.0,4.0,14.0,11.0,11855.0,4764.0,49.0,56.0,417.0,96.0,1360.0,1360.0,585.0,588.0,69.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,21.0,14795.0,5616.0,2.0,5.0,11.0,3.0,15.0,10.0,13643.0,4764.0,46.0,53.0,417.0,96.0,1360.0,2715.0,584.0,842.0,65.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13883.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12771.0,4764.0,49.0,55.0,417.0,96.0,1360.0,1360.0,584.0,588.0,74.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,15.0,1692.0,7436.0,1.0,2.0,1.0,6.0,4.0,8.0,1008.0,6648.0,56.0,47.0,204.0,1408.0,647.0,1408.0,236.0,549.0,183.0,178.0,amazon-amazon-echo-dot-with-clock-gen3
115.0,167.0,16420.0,17614.0,66.0,68.0,16.0,6.0,87.0,83.0,11788.0,10922.0,15663.0,10756.0,214.0,1360.0,1360.0,2720.0,557.0,1008.0,15618.0,10726.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,20.0,4392.0,5576.0,3.0,5.0,3.0,4.0,8.0,11.0,3520.0,4764.0,62.0,56.0,417.0,96.0,1360.0,1360.0,544.0,588.0,71.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,72.0,62.0,417.0,96.0,1164.0,1360.0,398.0,588.0,76.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1592.0,7328.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,26.0,24.0,204.0,1408.0,547.0,1408.0,194.0,579.0,83.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1728.0,7341.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,29.0,26.0,204.0,1408.0,683.0,1408.0,251.0,580.0,82.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,18.0,14719.0,5496.0,2.0,5.0,11.0,3.0,15.0,10.0,13567.0,4764.0,48.0,66.0,417.0,96.0,1360.0,2715.0,584.0,842.0,73.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,12951.0,5656.0,2.0,5.0,9.0,4.0,14.0,11.0,11839.0,4764.0,48.0,52.0,417.0,96.0,1360.0,1360.0,585.0,588.0,65.0,70.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13507.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12395.0,4764.0,51.0,56.0,417.0,96.0,1360.0,1360.0,583.0,588.0,70.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,19.0,13162.0,5536.0,2.0,5.0,10.0,3.0,14.0,10.0,12050.0,4764.0,49.0,62.0,417.0,96.0,1360.0,2720.0,584.0,843.0,71.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,22.0,13182.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12070.0,4764.0,47.0,50.0,417.0,96.0,1360.0,1360.0,584.0,588.0,65.0,69.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1672.0,7370.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,22.0,20.0,207.0,1408.0,624.0,1408.0,226.0,582.0,65.0,64.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,75.0,69.0,417.0,96.0,1164.0,1360.0,398.0,588.0,80.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6496.0,2.0,1.0,3.0,5.0,6.0,6.0,1332.0,5964.0,53.0,62.0,416.0,1360.0,540.0,1791.0,199.0,592.0,67.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,18.0,4392.0,5496.0,3.0,5.0,3.0,2.0,8.0,9.0,3520.0,4764.0,63.0,64.0,417.0,96.0,1360.0,4075.0,544.0,1257.0,72.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1692.0,7355.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,30.0,27.0,204.0,1408.0,647.0,1408.0,236.0,581.0,80.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,22.0,14321.0,5656.0,2.0,5.0,10.0,4.0,15.0,11.0,13169.0,4764.0,47.0,53.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13352.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12240.0,4764.0,52.0,58.0,417.0,96.0,1360.0,1360.0,584.0,588.0,76.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,22.0,15578.0,5656.0,3.0,5.0,11.0,4.0,16.0,11.0,14386.0,4764.0,45.0,52.0,417.0,96.0,1360.0,1360.0,583.0,588.0,67.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,22.0,13539.0,5701.0,2.0,6.0,10.0,4.0,14.0,12.0,12335.0,4809.0,47.0,55.0,417.0,96.0,1360.0,1360.0,583.0,597.0,66.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
20.0,18.0,3631.0,5496.0,2.0,5.0,3.0,4.0,7.0,11.0,2799.0,4764.0,66.0,62.0,417.0,96.0,1360.0,1360.0,448.0,588.0,73.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,69.0,64.0,417.0,96.0,1164.0,2715.0,398.0,842.0,72.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
117.0,175.0,17114.0,19795.0,65.0,69.0,18.0,9.0,88.0,89.0,12390.0,12783.0,15487.0,10325.0,214.0,1360.0,1360.0,1942.0,555.0,889.0,15447.0,10298.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,18.0,5842.0,5496.0,2.0,5.0,4.0,4.0,9.0,11.0,4930.0,4764.0,60.0,64.0,417.0,96.0,1360.0,1360.0,584.0,588.0,77.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,21.0,12548.0,5616.0,2.0,5.0,9.0,4.0,13.0,11.0,11476.0,4764.0,51.0,55.0,417.0,96.0,1360.0,1360.0,583.0,588.0,80.0,70.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1728.0,7341.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,32.0,26.0,204.0,1408.0,683.0,1408.0,251.0,580.0,82.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1592.0,7328.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,28.0,25.0,204.0,1408.0,547.0,1408.0,194.0,579.0,79.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,75.0,70.0,417.0,96.0,1164.0,1360.0,398.0,588.0,76.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1672.0,7370.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,24.0,21.0,207.0,1408.0,624.0,1408.0,226.0,582.0,67.0,65.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,19.0,4393.0,5536.0,3.0,5.0,3.0,3.0,8.0,10.0,3521.0,4764.0,66.0,63.0,417.0,96.0,1360.0,2720.0,544.0,843.0,80.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6496.0,2.0,1.0,3.0,5.0,6.0,6.0,1332.0,5964.0,53.0,60.0,416.0,1360.0,540.0,1791.0,199.0,592.0,67.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,19.0,13056.0,5536.0,2.0,5.0,10.0,4.0,14.0,11.0,11984.0,4764.0,50.0,60.0,417.0,96.0,1360.0,1360.0,584.0,588.0,75.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,22.0,14501.0,5656.0,2.0,5.0,11.0,4.0,15.0,11.0,13349.0,4764.0,46.0,51.0,417.0,96.0,1360.0,1360.0,583.0,588.0,65.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,12.0,1386.0,7576.0,1.0,1.0,1.0,5.0,4.0,6.0,834.0,7084.0,75.0,67.0,202.0,1360.0,475.0,2566.0,165.0,782.0,86.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,16.0,4392.0,5416.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,64.0,73.0,417.0,96.0,1360.0,2715.0,544.0,842.0,71.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1692.0,7355.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,25.0,23.0,204.0,1408.0,647.0,1408.0,236.0,581.0,78.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,74.0,68.0,417.0,96.0,1164.0,1360.0,398.0,588.0,76.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
26.0,19.0,12548.0,5536.0,2.0,5.0,9.0,4.0,13.0,11.0,11476.0,4764.0,51.0,62.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,22.0,15769.0,5656.0,2.0,5.0,11.0,3.0,16.0,10.0,14577.0,4764.0,45.0,52.0,417.0,96.0,1360.0,2720.0,584.0,843.0,67.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
29.0,23.0,13251.0,5741.0,2.0,6.0,10.0,4.0,14.0,12.0,12047.0,4809.0,46.0,51.0,417.0,96.0,1360.0,1360.0,584.0,597.0,66.0,59.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,24.0,14649.0,5736.0,2.0,5.0,11.0,4.0,15.0,11.0,13497.0,4764.0,46.0,46.0,417.0,96.0,1360.0,1360.0,583.0,588.0,65.0,56.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1672.0,7370.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,24.0,22.0,207.0,1408.0,624.0,1408.0,226.0,582.0,67.0,64.0,amazon-amazon-echo-dot-with-clock-gen3
19.0,20.0,2718.0,5576.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,76.0,62.0,417.0,96.0,1164.0,1360.0,398.0,588.0,81.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1728.0,7341.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,27.0,25.0,204.0,1408.0,683.0,1408.0,251.0,580.0,82.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
15.0,13.0,1964.0,6496.0,2.0,1.0,3.0,5.0,6.0,6.0,1332.0,5964.0,54.0,62.0,416.0,1360.0,540.0,1791.0,199.0,592.0,71.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1747.0,7525.0,1.0,1.0,1.0,5.0,4.0,6.0,1155.0,6993.0,84.0,77.0,202.0,1360.0,796.0,2720.0,299.0,839.0,81.0,88.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,12.0,1753.0,7392.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6900.0,68.0,65.0,202.0,1360.0,802.0,1360.0,301.0,507.0,76.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,15.0,1644.0,7409.0,1.0,2.0,1.0,6.0,4.0,8.0,908.0,6621.0,25.0,23.0,204.0,1408.0,547.0,1408.0,194.0,550.0,87.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
22.0,18.0,5842.0,5496.0,2.0,5.0,4.0,4.0,9.0,11.0,4930.0,4764.0,57.0,61.0,417.0,96.0,1360.0,1360.0,584.0,588.0,73.0,65.0,amazon-amazon-echo-dot-with-clock-gen3
13.0,14.0,1692.0,7355.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,55.0,50.0,204.0,1408.0,647.0,1408.0,236.0,581.0,185.0,184.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,13.0,1747.0,7525.0,1.0,1.0,1.0,5.0,4.0,6.0,1155.0,6993.0,82.0,75.0,202.0,1360.0,796.0,2570.0,299.0,797.0,80.0,88.0,amazon-amazon-echo-dot-with-clock-gen3
14.0,12.0,1753.0,7392.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6900.0,71.0,65.0,202.0,1360.0,802.0,1360.0,301.0,507.0,76.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
113.0,164.0,16285.0,17448.0,67.0,67.0,16.0,6.0,87.0,82.0,11733.0,10876.0,15942.0,10954.0,214.0,1360.0,1360.0,1942.0,557.0,896.0,15900.0,10926.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,19.0,2810.0,5581.0,2.0,6.0,2.0,4.0,6.0,12.0,1926.0,4809.0,67.0,65.0,417.0,96.0,1164.0,1360.0,398.0,597.0,74.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
21.0,18.0,4392.0,5496.0,3.0,5.0,3.0,3.0,8.0,10.0,3520.0,4764.0,64.0,66.0,417.0,96.0,1360.0,2720.0,544.0,843.0,73.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
28.0,21.0,14587.0,5616.0,2.0,5.0,11.0,4.0,15.0,11.0,13435.0,4764.0,47.0,55.0,417.0,96.0,1360.0,1360.0,583.0,588.0,68.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
27.0,21.0,13220.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12108.0,4764.0,48.0,54.0,417.0,96.0,1360.0,1360.0,584.0,588.0,67.0,61.0,amazon-amazon-echo-dot-with-clock-gen3
