,packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName
0,12.0,12.0,1076.0,1953.0,0.0,2.0,0.0,3.0,4.0,8.0,596.0,1473.0,550.0,466.0,149.0,319.0,149.0,319.0,0.0,113.0,884.0,558.0,amazon-amazon-echo-dot-with-clock-gen3
1,20.0,20.0,3287.0,11313.0,2.0,1.0,3.0,9.0,7.0,10.0,2443.0,10501.0,115.0,106.0,407.0,1360.0,1360.0,2720.0,435.0,719.0,98.0,103.0,amazon-amazon-echo-dot-with-clock-gen3
2,13.0,14.0,1628.0,7370.0,1.0,2.0,1.0,5.0,4.0,7.0,944.0,6634.0,23.0,21.0,207.0,1402.0,580.0,1402.0,208.0,580.0,67.0,65.0,amazon-amazon-echo-dot-with-clock-gen3
3,27.0,24.0,1990.0,37815.0,1.0,4.0,2.0,15.0,4.0,20.0,842.0,36843.0,4.0,4.0,239.0,96.0,446.0,7070.0,154.0,1345.0,5.0,14.0,amazon-amazon-echo-dot-with-clock-gen3
4,13.0,12.0,1656.0,7240.0,1.0,2.0,1.0,4.0,4.0,6.0,972.0,6608.0,27.0,28.0,204.0,1402.0,611.0,2804.0,221.0,934.0,79.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
5,13.0,13.0,1550.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,866.0,6592.0,26.0,25.0,204.0,1402.0,505.0,1402.0,177.0,578.0,77.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
6,18.0,15.0,3382.0,10501.0,2.0,1.0,3.0,7.0,6.0,8.0,2618.0,9889.0,75.0,79.0,415.0,1360.0,1360.0,2503.0,475.0,711.0,85.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
7,17.0,16.0,2298.0,7956.0,2.0,1.0,3.0,7.0,6.0,8.0,1574.0,7304.0,85.0,79.0,419.0,1360.0,694.0,2720.0,240.0,790.0,88.0,98.0,amazon-amazon-echo-dot-with-clock-gen3
8,17.0,11.0,3325.0,5918.0,2.0,1.0,3.0,3.0,7.0,4.0,2613.0,5466.0,94.0,129.0,412.0,4452.0,1360.0,4452.0,435.0,1791.0,97.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
9,2297.0,1115.0,99653.0,5806005.0,1.0,5.0,1.0,1104.0,4.0,1110.0,809.0,5761393.0,1.0,3.0,221.0,96.0,431.0,65044.0,148.0,4691.0,82.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
10,18.0,15.0,3382.0,10501.0,2.0,1.0,3.0,6.0,6.0,7.0,2618.0,9889.0,74.0,79.0,415.0,2720.0,1360.0,2720.0,475.0,926.0,84.0,91.0,amazon-amazon-echo-dot-with-clock-gen3
11,16.0,16.0,1926.0,7526.0,2.0,1.0,3.0,5.0,6.0,6.0,1254.0,6874.0,72.0,63.0,410.0,1360.0,414.0,2720.0,163.0,852.0,66.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
12,16.0,16.0,1873.0,7526.0,2.0,1.0,3.0,5.0,6.0,6.0,1201.0,6874.0,80.0,70.0,410.0,1360.0,410.0,2556.0,153.0,807.0,74.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
13,590.0,533.0,25254.0,1288547.0,1.0,5.0,1.0,523.0,4.0,529.0,794.0,1267215.0,14.0,15.0,221.0,96.0,416.0,12726.0,142.0,1935.0,81.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
14,16.0,15.0,1823.0,7486.0,2.0,1.0,3.0,5.0,6.0,6.0,1151.0,6874.0,72.0,68.0,410.0,1360.0,410.0,2720.0,145.0,852.0,65.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
15,13.0,13.0,1626.0,7296.0,1.0,2.0,1.0,5.0,4.0,7.0,942.0,6612.0,27.0,26.0,204.0,1402.0,581.0,1402.0,208.0,579.0,77.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
16,14.0,10.0,1776.0,7760.0,1.0,1.0,1.0,5.0,4.0,6.0,1184.0,7348.0,65.0,76.0,202.0,1360.0,825.0,2570.0,311.0,753.0,72.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
17,14.0,10.0,1777.0,7527.0,1.0,1.0,1.0,5.0,4.0,6.0,1185.0,7115.0,67.0,77.0,202.0,1360.0,826.0,2720.0,311.0,822.0,75.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
18,298.0,152.0,12773.0,675388.0,1.0,5.0,1.0,142.0,4.0,148.0,821.0,669296.0,7.0,12.0,221.0,96.0,443.0,25452.0,152.0,4025.0,76.0,72.0,amazon-amazon-echo-dot-with-clock-gen3
19,15.0,16.0,1900.0,6511.0,2.0,1.0,2.0,5.0,5.0,6.0,1268.0,5859.0,96.0,77.0,415.0,1360.0,696.0,2720.0,262.0,890.0,96.0,102.0,amazon-amazon-echo-dot-with-clock-gen3
20,18.0,16.0,2827.0,8333.0,2.0,1.0,3.0,7.0,6.0,8.0,2063.0,7681.0,92.0,91.0,423.0,1360.0,792.0,2720.0,311.0,811.0,98.0,114.0,amazon-amazon-echo-dot-with-clock-gen3
21,16.0,16.0,2127.0,5951.0,2.0,1.0,2.0,5.0,6.0,6.0,1455.0,5299.0,95.0,83.0,415.0,1360.0,693.0,2720.0,239.0,915.0,91.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
22,33.0,32.0,1986.0,22238.0,1.0,5.0,1.0,17.0,4.0,25.0,634.0,20946.0,118.0,117.0,213.0,96.0,264.0,2539.0,88.0,668.0,98.0,110.0,amazon-amazon-echo-dot-with-clock-gen3
23,26.0,23.0,1706.0,11532.0,1.0,6.0,1.0,10.0,4.0,18.0,634.0,10600.0,2933.0,2853.0,213.0,96.0,264.0,1360.0,88.0,558.0,2892.0,2813.0,amazon-amazon-echo-dot-with-clock-gen3
24,80.0,57.0,3878.0,80072.0,1.0,7.0,1.0,42.0,4.0,51.0,634.0,77780.0,928.0,1140.0,213.0,96.0,264.0,8160.0,88.0,1227.0,889.0,1101.0,amazon-amazon-echo-dot-with-clock-gen3
25,569.0,1835.0,30305.0,3517943.0,1.0,2.0,1.0,1797.0,4.0,1800.0,709.0,3422515.0,258.0,74.0,214.0,1402.0,338.0,14020.0,113.0,1170.0,251.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
26,35.0,32.0,2762.0,71359.0,0.0,2.0,1.0,25.0,3.0,27.0,934.0,69687.0,7062.0,7744.0,213.0,1402.0,595.0,7010.0,203.0,1863.0,7052.0,7736.0,amazon-amazon-echo-dot-with-clock-gen3
27,22.0,20.0,6291.0,5576.0,2.0,5.0,5.0,4.0,9.0,11.0,5379.0,4764.0,62.0,59.0,423.0,96.0,1360.0,1360.0,561.0,588.0,74.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
28,29.0,21.0,16321.0,5616.0,2.0,5.0,12.0,3.0,16.0,10.0,15129.0,4764.0,50.0,60.0,423.0,96.0,1360.0,2715.0,585.0,842.0,79.0,90.0,amazon-amazon-echo-dot-with-clock-gen3
29,29.0,23.0,15858.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,14666.0,4764.0,50.0,55.0,423.0,96.0,1360.0,2715.0,583.0,842.0,80.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
30,20.0,19.0,3873.0,5536.0,2.0,5.0,3.0,4.0,7.0,11.0,3041.0,4764.0,69.0,62.0,423.0,96.0,1360.0,1360.0,475.0,588.0,76.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
31,20.0,19.0,3716.0,6896.0,2.0,5.0,3.0,4.0,7.0,11.0,2840.0,6124.0,92.0,87.0,423.0,96.0,1360.0,2715.0,451.0,868.0,92.0,119.0,amazon-amazon-echo-dot-with-clock-gen3
32,20.0,18.0,3873.0,5496.0,2.0,5.0,3.0,3.0,7.0,10.0,3041.0,4764.0,76.0,73.0,423.0,96.0,1360.0,2715.0,475.0,842.0,78.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
33,23.0,22.0,8301.0,5656.0,2.0,5.0,6.0,4.0,10.0,11.0,7349.0,4764.0,65.0,58.0,423.0,96.0,1360.0,1360.0,593.0,588.0,79.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
34,20.0,18.0,3672.0,5496.0,2.0,5.0,3.0,4.0,7.0,11.0,2840.0,4764.0,75.0,72.0,423.0,96.0,1360.0,1360.0,451.0,588.0,81.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
35,23129.0,49882.0,1232044.0,97088747.0,1.0,3.0,0.0,49820.0,4.0,49826.0,584.0,94494875.0,2.0,1.0,214.0,1402.0,214.0,11216.0,75.0,1809.0,9.0,10.0,amazon-amazon-echo-dot-with-clock-gen3
36,20.0,17.0,5292.0,8591.0,4.0,3.0,3.0,5.0,10.0,9.0,4244.0,7699.0,8.0,9.0,206.0,1402.0,1402.0,2871.0,548.0,940.0,14.0,18.0,amazon-amazon-echo-dot-with-clock-gen3
37,15.0,12.0,3321.0,6014.0,2.0,2.0,3.0,4.0,6.0,6.0,2689.0,5522.0,61.0,59.0,421.0,1360.0,1360.0,3107.0,490.0,1073.0,72.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
38,15.0,13.0,1985.0,6518.0,2.0,1.0,3.0,5.0,6.0,6.0,1353.0,5986.0,57.0,65.0,416.0,1360.0,561.0,2720.0,205.0,879.0,73.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
39,15.0,14.0,1985.0,6558.0,2.0,1.0,3.0,6.0,6.0,7.0,1353.0,5986.0,51.0,55.0,416.0,1360.0,561.0,1360.0,205.0,505.0,66.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
40,12.0,12.0,1378.0,6603.0,1.0,1.0,1.0,5.0,4.0,6.0,746.0,5971.0,52.0,51.0,222.0,1402.0,367.0,1402.0,124.0,511.0,157.0,154.0,amazon-amazon-echo-dot-with-clock-gen3
41,18.0,14.0,2154.0,6163.0,2.0,1.0,2.0,5.0,5.0,8.0,1390.0,5591.0,117.0,139.0,409.0,1360.0,824.0,2720.0,306.0,852.0,97.0,289.0,amazon-amazon-echo-dot-with-clock-gen3
42,16.0,13.0,1518.0,7834.0,1.0,1.0,1.0,5.0,4.0,8.0,834.0,7302.0,58.0,59.0,202.0,1360.0,475.0,2720.0,165.0,844.0,74.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
43,13.0,10.0,1591.0,7369.0,1.0,1.0,1.0,5.0,4.0,6.0,1039.0,6957.0,74.0,81.0,202.0,1360.0,680.0,2720.0,250.0,844.0,85.0,86.0,amazon-amazon-echo-dot-with-clock-gen3
44,14.0,11.0,1426.0,7536.0,1.0,1.0,1.0,5.0,4.0,6.0,834.0,7084.0,78.0,83.0,202.0,1360.0,475.0,2566.0,165.0,782.0,83.0,96.0,amazon-amazon-echo-dot-with-clock-gen3
45,14.0,11.0,1673.0,7352.0,1.0,1.0,1.0,5.0,4.0,6.0,1081.0,6900.0,68.0,72.0,202.0,1360.0,722.0,2570.0,267.0,812.0,80.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
46,14.0,10.0,1840.0,7760.0,1.0,1.0,1.0,5.0,4.0,6.0,1248.0,7348.0,67.0,78.0,202.0,1360.0,889.0,2720.0,338.0,797.0,75.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
47,14.0,10.0,1841.0,7527.0,1.0,1.0,1.0,5.0,4.0,6.0,1249.0,7115.0,72.0,86.0,202.0,1360.0,890.0,2720.0,339.0,822.0,79.0,90.0,amazon-amazon-echo-dot-with-clock-gen3
48,13.0,13.0,1694.0,7347.0,1.0,2.0,1.0,5.0,4.0,7.0,1010.0,6663.0,24.0,24.0,207.0,1402.0,646.0,2804.0,235.0,889.0,66.0,64.0,amazon-amazon-echo-dot-with-clock-gen3
49,14.0,14.0,1766.0,7355.0,1.0,2.0,1.0,5.0,4.0,7.0,1030.0,6619.0,26.0,25.0,204.0,1402.0,669.0,1402.0,245.0,580.0,78.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
50,14.0,13.0,1802.0,7318.0,1.0,2.0,1.0,5.0,4.0,7.0,1066.0,6634.0,139.0,149.0,204.0,1402.0,705.0,2804.0,260.0,890.0,514.0,511.0,amazon-amazon-echo-dot-with-clock-gen3
51,13.0,13.0,1630.0,7254.0,1.0,2.0,1.0,5.0,4.0,7.0,946.0,6570.0,29.0,29.0,204.0,1402.0,585.0,1402.0,210.0,577.0,78.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
52,13.0,14.0,1642.0,7335.0,1.0,2.0,1.0,5.0,4.0,7.0,958.0,6599.0,29.0,26.0,204.0,1402.0,597.0,1402.0,215.0,578.0,81.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
53,13.0,14.0,1634.0,7339.0,1.0,2.0,1.0,6.0,4.0,8.0,950.0,6603.0,29.0,26.0,204.0,1402.0,589.0,1402.0,211.0,549.0,78.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
54,12.0,10.0,1104.0,4704.0,1.0,1.0,0.0,4.0,4.0,5.0,460.0,4176.0,35.0,42.0,206.0,1402.0,206.0,1858.0,64.0,680.0,78.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
55,18.0,15.0,1525.0,5524.0,1.0,5.0,1.0,5.0,4.0,11.0,773.0,4912.0,334.0,394.0,221.0,96.0,395.0,1491.0,134.0,556.0,306.0,365.0,amazon-amazon-echo-dot-with-clock-gen3
56,4328.0,2523.0,180553.0,11806203.0,1.0,5.0,1.0,2513.0,4.0,2519.0,805.0,11705271.0,1.0,2.0,221.0,96.0,427.0,65044.0,146.0,4063.0,77.0,88.0,amazon-amazon-echo-dot-with-clock-gen3
57,18.0,15.0,1538.0,5928.0,1.0,5.0,1.0,5.0,4.0,11.0,786.0,5316.0,335.0,395.0,221.0,96.0,408.0,1491.0,139.0,595.0,306.0,365.0,amazon-amazon-echo-dot-with-clock-gen3
58,23.0,18.0,1722.0,19869.0,1.0,5.0,1.0,9.0,4.0,15.0,770.0,19137.0,260.0,328.0,221.0,96.0,392.0,7070.0,133.0,954.0,230.0,297.0,amazon-amazon-echo-dot-with-clock-gen3
59,14.0,9.0,1631.0,7329.0,1.0,1.0,1.0,4.0,4.0,5.0,1039.0,6957.0,74.0,98.0,202.0,1360.0,680.0,3930.0,250.0,1359.0,82.0,93.0,amazon-amazon-echo-dot-with-clock-gen3
60,14.0,11.0,1631.0,7409.0,1.0,1.0,1.0,6.0,4.0,7.0,1039.0,6957.0,69.0,73.0,202.0,1360.0,680.0,1360.0,250.0,497.0,80.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
61,14.0,12.0,1631.0,7449.0,1.0,1.0,1.0,5.0,4.0,6.0,1039.0,6957.0,76.0,74.0,202.0,1360.0,680.0,2720.0,250.0,844.0,82.0,93.0,amazon-amazon-echo-dot-with-clock-gen3
62,14.0,10.0,1631.0,7369.0,1.0,1.0,1.0,5.0,4.0,6.0,1039.0,6957.0,74.0,87.0,202.0,1360.0,680.0,2720.0,250.0,844.0,81.0,93.0,amazon-amazon-echo-dot-with-clock-gen3
63,3020.0,2172.0,2368852.0,1480579.0,119.0,257.0,2029.0,694.0,2179.0,1060.0,2247948.0,1393687.0,456.0,690.0,214.0,1360.0,1360.0,18193.0,887.0,1091.0,417.0,649.0,amazon-amazon-echo-dot-with-clock-gen3
64,41.0,32.0,4586.0,8766.0,15.0,15.0,2.0,5.0,19.0,20.0,2446.0,7094.0,34143.0,49533.0,191.0,1402.0,1402.0,2455.0,411.0,878.0,34065.0,47198.0,amazon-amazon-echo-dot-with-clock-gen3
65,15.0,14.0,2232.0,6121.0,2.0,1.0,3.0,6.0,6.0,7.0,1600.0,5549.0,52.0,56.0,428.0,1360.0,608.0,1360.0,232.0,513.0,67.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
66,13.0,14.0,1614.0,7328.0,1.0,2.0,1.0,5.0,4.0,7.0,930.0,6592.0,27.0,25.0,204.0,1402.0,569.0,1402.0,203.0,578.0,80.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
67,20.0,18.0,4218.0,5496.0,2.0,5.0,3.0,3.0,7.0,10.0,3386.0,4764.0,67.0,65.0,417.0,96.0,1360.0,2720.0,538.0,843.0,75.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
68,22.0,19.0,6993.0,5536.0,2.0,5.0,5.0,4.0,9.0,11.0,6081.0,4764.0,64.0,64.0,417.0,96.0,1360.0,1360.0,595.0,588.0,74.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
69,29.0,23.0,16297.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,15105.0,4764.0,50.0,55.0,417.0,96.0,1360.0,2715.0,586.0,842.0,72.0,86.0,amazon-amazon-echo-dot-with-clock-gen3
70,23.0,19.0,8018.0,5536.0,2.0,5.0,6.0,4.0,10.0,11.0,7066.0,4764.0,63.0,66.0,417.0,96.0,1360.0,1360.0,580.0,588.0,81.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
71,19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,74.0,64.0,417.0,96.0,1164.0,1360.0,398.0,588.0,77.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
72,214.0,242.0,68604.0,33758.0,75.0,80.0,66.0,21.0,146.0,122.0,60000.0,24066.0,8401.0,7425.0,214.0,1360.0,1360.0,3302.0,278.0,1121.0,8361.0,7385.0,amazon-amazon-echo-dot-with-clock-gen3
73,49.0,27.0,5133.0,8631.0,19.0,19.0,2.0,5.0,23.0,24.0,2577.0,7219.0,36037.0,66523.0,191.0,1402.0,1402.0,2804.0,414.0,952.0,35953.0,57177.0,amazon-amazon-echo-dot-with-clock-gen3
74,19.0,19.0,2187.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1395.0,4764.0,73.0,64.0,417.0,96.0,634.0,1360.0,221.0,588.0,79.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
75,21.0,18.0,3799.0,5532.0,2.0,5.0,3.0,4.0,7.0,11.0,2903.0,4800.0,96.0,102.0,417.0,96.0,1360.0,1360.0,458.0,585.0,130.0,132.0,amazon-amazon-echo-dot-with-clock-gen3
76,19.0,19.0,2187.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1395.0,4764.0,74.0,64.0,417.0,96.0,634.0,1360.0,221.0,588.0,76.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
77,19.0,19.0,2187.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1395.0,4764.0,77.0,67.0,417.0,96.0,634.0,1360.0,221.0,588.0,80.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
78,24.0,20.0,6283.0,5621.0,2.0,6.0,5.0,3.0,9.0,11.0,5279.0,4809.0,58.0,61.0,417.0,96.0,1360.0,2715.0,563.0,842.0,69.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
79,21.0,20.0,2279.0,5621.0,2.0,6.0,2.0,4.0,6.0,12.0,1395.0,4809.0,70.0,63.0,417.0,96.0,634.0,1360.0,221.0,597.0,76.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
80,19.0,19.0,2187.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1395.0,4764.0,74.0,64.0,417.0,96.0,634.0,1360.0,221.0,588.0,78.0,78.0,amazon-amazon-echo-dot-with-clock-gen3
81,20.0,17.0,3735.0,5456.0,2.0,5.0,3.0,3.0,7.0,10.0,2903.0,4764.0,71.0,72.0,417.0,96.0,1360.0,2715.0,458.0,842.0,78.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
82,19.0,18.0,2187.0,5496.0,2.0,5.0,2.0,3.0,6.0,10.0,1395.0,4764.0,75.0,69.0,417.0,96.0,634.0,2715.0,221.0,842.0,78.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
83,27.0,21.0,13198.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12086.0,4764.0,49.0,55.0,417.0,96.0,1360.0,1360.0,584.0,588.0,70.0,71.0,amazon-amazon-echo-dot-with-clock-gen3
84,27.0,21.0,13522.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12410.0,4764.0,57.0,64.0,417.0,96.0,1360.0,1360.0,583.0,588.0,70.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
85,29.0,20.0,13180.0,5621.0,2.0,6.0,10.0,3.0,14.0,11.0,11976.0,4809.0,65.0,86.0,417.0,96.0,1360.0,2715.0,584.0,842.0,77.0,97.0,amazon-amazon-echo-dot-with-clock-gen3
86,27.0,21.0,13100.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,11976.0,4764.0,83.0,98.0,417.0,96.0,1360.0,2715.0,584.0,842.0,80.0,135.0,amazon-amazon-echo-dot-with-clock-gen3
87,27.0,19.0,13661.0,5536.0,2.0,5.0,10.0,4.0,14.0,11.0,12549.0,4764.0,52.0,65.0,417.0,96.0,1360.0,1360.0,583.0,588.0,73.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
88,14.0,12.0,2431.0,7498.0,1.0,1.0,1.0,6.0,5.0,7.0,1807.0,7006.0,122.0,129.0,202.0,1360.0,1360.0,1360.0,502.0,489.0,91.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
89,27.0,21.0,13457.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12345.0,4764.0,49.0,56.0,417.0,96.0,1360.0,2715.0,583.0,842.0,67.0,73.0,amazon-amazon-echo-dot-with-clock-gen3
90,23.0,17.0,7758.0,5425.0,2.0,4.0,6.0,3.0,10.0,9.0,6806.0,4733.0,59.0,71.0,417.0,96.0,1360.0,2715.0,578.0,874.0,70.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
91,27.0,21.0,13473.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12361.0,4764.0,52.0,59.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
92,21.0,17.0,4703.0,5456.0,2.0,5.0,4.0,3.0,8.0,10.0,3831.0,4764.0,66.0,71.0,417.0,96.0,1360.0,2715.0,524.0,842.0,72.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
93,29.0,22.0,13565.0,5701.0,2.0,6.0,10.0,3.0,14.0,11.0,12361.0,4809.0,48.0,56.0,417.0,96.0,1360.0,2715.0,583.0,842.0,69.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
94,25.0,21.0,10546.0,5616.0,2.0,5.0,8.0,3.0,12.0,10.0,9514.0,4764.0,54.0,56.0,417.0,96.0,1360.0,2715.0,591.0,842.0,67.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
95,26.0,22.0,11676.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,10604.0,4764.0,56.0,58.0,417.0,96.0,1360.0,1360.0,588.0,588.0,75.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
96,27.0,22.0,13082.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,11970.0,4764.0,53.0,57.0,417.0,96.0,1360.0,2715.0,584.0,842.0,72.0,86.0,amazon-amazon-echo-dot-with-clock-gen3
97,27.0,20.0,13682.0,5576.0,2.0,5.0,10.0,4.0,14.0,11.0,12570.0,4764.0,52.0,62.0,417.0,96.0,1360.0,1360.0,583.0,588.0,69.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
98,27.0,18.0,13678.0,5496.0,2.0,5.0,10.0,3.0,14.0,10.0,12566.0,4764.0,49.0,66.0,417.0,96.0,1360.0,2715.0,583.0,842.0,69.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
99,27.0,20.0,13682.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12570.0,4764.0,50.0,59.0,417.0,96.0,1360.0,2715.0,583.0,842.0,72.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
100,27.0,21.0,13949.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12837.0,4764.0,50.0,57.0,417.0,96.0,1360.0,1360.0,584.0,588.0,68.0,64.0,amazon-amazon-echo-dot-with-clock-gen3
101,27.0,22.0,13682.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12570.0,4764.0,48.0,52.0,417.0,96.0,1360.0,1360.0,583.0,588.0,65.0,59.0,amazon-amazon-echo-dot-with-clock-gen3
102,27.0,21.0,13680.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12568.0,4764.0,51.0,58.0,417.0,96.0,1360.0,2715.0,583.0,842.0,74.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
103,27.0,21.0,13674.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12562.0,4764.0,49.0,56.0,417.0,96.0,1360.0,2715.0,583.0,842.0,70.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
104,27.0,19.0,13674.0,5536.0,2.0,5.0,10.0,2.0,14.0,9.0,12562.0,4764.0,53.0,66.0,417.0,96.0,1360.0,4075.0,583.0,1257.0,77.0,89.0,amazon-amazon-echo-dot-with-clock-gen3
105,27.0,21.0,13680.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12568.0,4764.0,51.0,58.0,417.0,96.0,1360.0,2715.0,583.0,842.0,70.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
106,27.0,21.0,13680.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12568.0,4764.0,54.0,61.0,417.0,96.0,1360.0,2715.0,583.0,842.0,73.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
107,27.0,23.0,13680.0,5696.0,2.0,5.0,10.0,4.0,14.0,11.0,12568.0,4764.0,49.0,50.0,417.0,96.0,1360.0,1360.0,583.0,588.0,68.0,59.0,amazon-amazon-echo-dot-with-clock-gen3
108,27.0,21.0,13951.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12839.0,4764.0,49.0,54.0,417.0,96.0,1360.0,2715.0,584.0,842.0,70.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
109,27.0,21.0,13407.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12295.0,4764.0,53.0,61.0,417.0,96.0,1360.0,1360.0,583.0,588.0,70.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
110,27.0,20.0,13692.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12580.0,4764.0,50.0,59.0,417.0,96.0,1360.0,2715.0,583.0,842.0,70.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
111,27.0,21.0,13676.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12564.0,4764.0,50.0,56.0,417.0,96.0,1360.0,1360.0,583.0,588.0,74.0,66.0,amazon-amazon-echo-dot-with-clock-gen3
112,27.0,20.0,13682.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12570.0,4764.0,51.0,61.0,417.0,96.0,1360.0,2715.0,583.0,842.0,75.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
113,27.0,20.0,13681.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12569.0,4764.0,49.0,59.0,417.0,96.0,1360.0,2715.0,583.0,842.0,68.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
114,27.0,22.0,8771.0,5797.0,2.0,6.0,6.0,4.0,11.0,13.0,7635.0,4905.0,58.0,63.0,417.0,96.0,1360.0,1360.0,610.0,597.0,122.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
