packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName,flowEndMilliseconds
29.0,21.0,13783.0,5661.0,2.0,6.0,10.0,3.0,14.0,11.0,12579.0,4809.0,51.0,61.0,417.0,96.0,1360.0,2715.0,583.0,842.0,78.0,92.0,amazon-amazon-echo-dot-with-clock-gen3,1605100445.729
26.0,19.0,12278.0,5691.0,2.0,5.0,9.0,3.0,13.0,11.0,11206.0,4919.0,71.0,89.0,417.0,96.0,1360.0,2715.0,584.0,838.0,82.0,95.0,amazon-amazon-echo-dot-with-clock-gen3,1605100447.306
26.0,19.0,13352.0,5527.0,2.0,4.0,10.0,4.0,14.0,10.0,12256.0,4755.0,75.0,94.0,417.0,96.0,1360.0,1360.0,584.0,585.0,113.0,114.0,amazon-amazon-echo-dot-with-clock-gen3,1605100449.005
27.0,21.0,13504.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12392.0,4764.0,55.0,62.0,417.0,96.0,1360.0,1360.0,583.0,588.0,80.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1605100450.266
27.0,20.0,13547.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12435.0,4764.0,52.0,62.0,417.0,96.0,1360.0,2715.0,583.0,842.0,71.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1605100451.442
27.0,22.0,13201.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12089.0,4764.0,52.0,55.0,417.0,96.0,1360.0,2715.0,584.0,842.0,74.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1605100452.634
26.0,19.0,12402.0,5536.0,2.0,5.0,9.0,3.0,13.0,10.0,11330.0,4764.0,57.0,68.0,417.0,96.0,1360.0,2715.0,584.0,842.0,77.0,89.0,amazon-amazon-echo-dot-with-clock-gen3,1605100453.881
28.0,22.0,14248.0,5656.0,2.0,5.0,10.0,3.0,15.0,10.0,13096.0,4764.0,53.0,60.0,417.0,96.0,1360.0,2715.0,584.0,842.0,77.0,95.0,amazon-amazon-echo-dot-with-clock-gen3,1605100455.154
29.0,22.0,13273.0,5701.0,2.0,6.0,10.0,3.0,14.0,11.0,12069.0,4809.0,49.0,57.0,417.0,96.0,1360.0,2715.0,584.0,842.0,72.0,87.0,amazon-amazon-echo-dot-with-clock-gen3,1605100456.36
27.0,22.0,13154.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12042.0,4764.0,51.0,55.0,417.0,96.0,1360.0,2715.0,584.0,842.0,70.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1605100457.516
27.0,21.0,13664.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12552.0,4764.0,56.0,64.0,417.0,96.0,1360.0,2715.0,583.0,842.0,85.0,93.0,amazon-amazon-echo-dot-with-clock-gen3,1605100458.823
27.0,20.0,13684.0,5576.0,2.0,5.0,10.0,4.0,14.0,11.0,12572.0,4764.0,56.0,66.0,417.0,96.0,1360.0,1360.0,583.0,588.0,75.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1605100460.097
27.0,20.0,13336.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12224.0,4764.0,55.0,65.0,417.0,96.0,1360.0,2720.0,584.0,843.0,75.0,91.0,amazon-amazon-echo-dot-with-clock-gen3,1605100461.34
28.0,24.0,12138.0,5781.0,2.0,6.0,9.0,3.0,13.0,11.0,10974.0,4809.0,50.0,50.0,417.0,96.0,1360.0,2715.0,585.0,842.0,74.0,61.0,amazon-amazon-echo-dot-with-clock-gen3,1605100462.507
27.0,20.0,13656.0,5576.0,2.0,5.0,10.0,4.0,14.0,11.0,12544.0,4764.0,53.0,63.0,417.0,96.0,1360.0,1360.0,583.0,588.0,75.0,79.0,amazon-amazon-echo-dot-with-clock-gen3,1605100463.719
27.0,22.0,13819.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12707.0,4764.0,51.0,54.0,417.0,96.0,1360.0,2715.0,584.0,842.0,70.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1605100464.89
28.0,23.0,14456.0,5696.0,2.0,5.0,11.0,4.0,15.0,11.0,13304.0,4764.0,53.0,57.0,417.0,96.0,1360.0,1360.0,583.0,588.0,84.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1605100466.136
27.0,22.0,13878.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12766.0,4764.0,53.0,56.0,417.0,96.0,1360.0,2715.0,584.0,842.0,76.0,89.0,amazon-amazon-echo-dot-with-clock-gen3,1605100467.334
27.0,20.0,13296.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12184.0,4764.0,52.0,61.0,417.0,96.0,1360.0,2715.0,584.0,842.0,74.0,87.0,amazon-amazon-echo-dot-with-clock-gen3,1605100468.509
26.0,21.0,12562.0,5616.0,2.0,5.0,9.0,4.0,13.0,11.0,11490.0,4764.0,53.0,58.0,417.0,96.0,1360.0,1360.0,583.0,588.0,78.0,76.0,amazon-amazon-echo-dot-with-clock-gen3,1605100469.681
28.0,21.0,14202.0,5616.0,3.0,5.0,10.0,4.0,15.0,11.0,13050.0,4764.0,56.0,66.0,417.0,96.0,1360.0,1360.0,584.0,588.0,87.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1605100471.032
27.0,22.0,13873.0,5656.0,2.0,5.0,10.0,3.0,14.0,10.0,12761.0,4764.0,67.0,74.0,417.0,96.0,1360.0,2715.0,584.0,842.0,76.0,90.0,amazon-amazon-echo-dot-with-clock-gen3,1605100472.59
26.0,21.0,12682.0,5616.0,2.0,5.0,9.0,3.0,13.0,10.0,11610.0,4764.0,55.0,58.0,417.0,96.0,1360.0,2715.0,583.0,842.0,78.0,89.0,amazon-amazon-echo-dot-with-clock-gen3,1605100473.788
29.0,23.0,13040.0,5741.0,2.0,6.0,9.0,4.0,14.0,12.0,11836.0,4809.0,54.0,59.0,417.0,96.0,1360.0,1360.0,585.0,597.0,77.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1605100475.149
29.0,22.0,14917.0,5811.0,2.0,5.0,12.0,3.0,16.0,11.0,13725.0,4919.0,73.0,89.0,417.0,96.0,1360.0,2715.0,584.0,838.0,78.0,98.0,amazon-amazon-echo-dot-with-clock-gen3,1605100476.977
27.0,20.0,13656.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12544.0,4764.0,51.0,61.0,417.0,96.0,1360.0,2720.0,583.0,843.0,71.0,80.0,amazon-amazon-echo-dot-with-clock-gen3,1605100478.155
27.0,23.0,13083.0,5696.0,2.0,5.0,10.0,4.0,14.0,11.0,11971.0,4764.0,54.0,55.0,417.0,96.0,1360.0,1360.0,584.0,588.0,76.0,65.0,amazon-amazon-echo-dot-with-clock-gen3,1605100479.422
27.0,22.0,13591.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12479.0,4764.0,51.0,55.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,63.0,amazon-amazon-echo-dot-with-clock-gen3,1605100480.583
28.0,22.0,13585.0,5692.0,2.0,5.0,10.0,4.0,14.0,11.0,12421.0,4800.0,68.0,79.0,417.0,96.0,1360.0,1360.0,583.0,585.0,148.0,148.0,amazon-amazon-echo-dot-with-clock-gen3,1605100482.245
28.0,23.0,14267.0,5696.0,2.0,5.0,10.0,4.0,15.0,11.0,13115.0,4764.0,49.0,52.0,417.0,96.0,1360.0,1360.0,584.0,588.0,70.0,61.0,amazon-amazon-echo-dot-with-clock-gen3,1605100483.395
27.0,22.0,13568.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12456.0,4764.0,54.0,58.0,417.0,96.0,1360.0,1360.0,583.0,588.0,78.0,67.0,amazon-amazon-echo-dot-with-clock-gen3,1605100484.641
28.0,22.0,13205.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12033.0,4764.0,87.0,56.0,417.0,96.0,1360.0,1360.0,584.0,588.0,298.0,64.0,amazon-amazon-echo-dot-with-clock-gen3,1605100486.809
27.0,23.0,13589.0,5696.0,2.0,5.0,10.0,4.0,14.0,11.0,12477.0,4764.0,52.0,53.0,417.0,96.0,1360.0,1360.0,583.0,588.0,74.0,63.0,amazon-amazon-echo-dot-with-clock-gen3,1605100488.031
29.0,21.0,14832.0,5616.0,2.0,5.0,11.0,4.0,15.0,11.0,13620.0,4764.0,83.0,58.0,417.0,96.0,1360.0,1360.0,584.0,588.0,300.0,75.0,amazon-amazon-echo-dot-with-clock-gen3,1605100490.189
27.0,21.0,13344.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12232.0,4764.0,58.0,66.0,417.0,96.0,1360.0,1360.0,584.0,588.0,84.0,78.0,amazon-amazon-echo-dot-with-clock-gen3,1605100491.531
26.0,20.0,12454.0,5576.0,2.0,5.0,9.0,4.0,13.0,11.0,11382.0,4764.0,55.0,62.0,417.0,96.0,1360.0,1360.0,584.0,588.0,74.0,82.0,amazon-amazon-echo-dot-with-clock-gen3,1605100492.727
28.0,21.0,13619.0,5616.0,2.0,5.0,11.0,3.0,15.0,10.0,12455.0,4764.0,84.0,104.0,417.0,96.0,1360.0,2715.0,586.0,842.0,86.0,98.0,amazon-amazon-echo-dot-with-clock-gen3,1605100494.84
28.0,24.0,14747.0,5736.0,2.0,5.0,11.0,4.0,15.0,11.0,13595.0,4764.0,49.0,50.0,417.0,96.0,1360.0,1360.0,584.0,588.0,75.0,61.0,amazon-amazon-echo-dot-with-clock-gen3,1605100495.989
27.0,21.0,13568.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12456.0,4764.0,52.0,59.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,65.0,amazon-amazon-echo-dot-with-clock-gen3,1605100497.185
27.0,21.0,13144.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12032.0,4764.0,52.0,58.0,417.0,96.0,1360.0,2715.0,584.0,842.0,81.0,78.0,amazon-amazon-echo-dot-with-clock-gen3,1605100498.367
28.0,19.0,13583.0,5536.0,2.0,5.0,10.0,4.0,14.0,11.0,12411.0,4764.0,91.0,70.0,417.0,96.0,1360.0,1360.0,583.0,588.0,300.0,76.0,amazon-amazon-echo-dot-with-clock-gen3,1605100500.668
28.0,22.0,14399.0,5656.0,2.0,5.0,11.0,4.0,15.0,11.0,13247.0,4764.0,56.0,60.0,417.0,96.0,1360.0,1360.0,583.0,588.0,82.0,71.0,amazon-amazon-echo-dot-with-clock-gen3,1605100501.978
27.0,24.0,13871.0,5736.0,2.0,5.0,10.0,4.0,14.0,11.0,12759.0,4764.0,57.0,56.0,417.0,96.0,1360.0,1360.0,584.0,588.0,81.0,71.0,amazon-amazon-echo-dot-with-clock-gen3,1605100503.254
27.0,22.0,13234.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12122.0,4764.0,55.0,59.0,417.0,96.0,1360.0,1360.0,584.0,588.0,77.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1605100504.516
29.0,23.0,13225.0,5741.0,2.0,6.0,10.0,4.0,14.0,12.0,11977.0,4809.0,67.0,77.0,417.0,96.0,1360.0,1360.0,584.0,597.0,111.0,108.0,amazon-amazon-echo-dot-with-clock-gen3,1605100506.225
28.0,23.0,14273.0,5696.0,2.0,5.0,10.0,4.0,15.0,11.0,13121.0,4764.0,51.0,55.0,417.0,96.0,1360.0,1360.0,584.0,588.0,73.0,65.0,amazon-amazon-echo-dot-with-clock-gen3,1605100507.436
28.0,22.0,14506.0,5656.0,2.0,5.0,11.0,3.0,15.0,10.0,13354.0,4764.0,50.0,56.0,417.0,96.0,1360.0,2720.0,583.0,843.0,71.0,79.0,amazon-amazon-echo-dot-with-clock-gen3,1605100508.627
27.0,21.0,13564.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12452.0,4764.0,52.0,58.0,417.0,96.0,1360.0,2715.0,583.0,842.0,72.0,78.0,amazon-amazon-echo-dot-with-clock-gen3,1605100509.836
27.0,22.0,13407.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12295.0,4764.0,51.0,54.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,63.0,amazon-amazon-echo-dot-with-clock-gen3,1605100510.983
26.0,20.0,11941.0,5576.0,2.0,5.0,9.0,3.0,13.0,10.0,10869.0,4764.0,57.0,65.0,417.0,96.0,1360.0,2715.0,586.0,842.0,78.0,92.0,amazon-amazon-echo-dot-with-clock-gen3,1605100512.251
28.0,23.0,14199.0,5696.0,3.0,5.0,10.0,4.0,15.0,11.0,13047.0,4764.0,55.0,59.0,417.0,96.0,1360.0,1360.0,584.0,588.0,83.0,74.0,amazon-amazon-echo-dot-with-clock-gen3,1605100513.56
27.0,22.0,13863.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12751.0,4764.0,51.0,55.0,417.0,96.0,1360.0,1360.0,584.0,588.0,72.0,64.0,amazon-amazon-echo-dot-with-clock-gen3,1605100514.712
27.0,21.0,13781.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12669.0,4764.0,52.0,58.0,417.0,96.0,1360.0,2715.0,584.0,842.0,76.0,89.0,amazon-amazon-echo-dot-with-clock-gen3,1605100515.908
27.0,21.0,14052.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12940.0,4764.0,52.0,58.0,417.0,96.0,1360.0,2715.0,584.0,842.0,74.0,80.0,amazon-amazon-echo-dot-with-clock-gen3,1605100517.084
28.0,22.0,14173.0,5656.0,3.0,5.0,10.0,4.0,15.0,11.0,13021.0,4764.0,55.0,62.0,417.0,96.0,1360.0,1360.0,584.0,588.0,84.0,71.0,amazon-amazon-echo-dot-with-clock-gen3,1605100518.401
27.0,21.0,13211.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12099.0,4764.0,53.0,60.0,417.0,96.0,1360.0,2715.0,584.0,842.0,73.0,80.0,amazon-amazon-echo-dot-with-clock-gen3,1605100519.608
29.0,22.0,13436.0,5701.0,2.0,6.0,10.0,3.0,14.0,11.0,12164.0,4809.0,54.0,64.0,417.0,1360.0,1360.0,2715.0,584.0,842.0,77.0,87.0,amazon-amazon-echo-dot-with-clock-gen3,1605100520.951
27.0,20.0,13547.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12435.0,4764.0,53.0,63.0,417.0,96.0,1360.0,2715.0,583.0,842.0,76.0,91.0,amazon-amazon-echo-dot-with-clock-gen3,1605100522.169
27.0,21.0,13833.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12721.0,4764.0,63.0,73.0,417.0,96.0,1360.0,1360.0,584.0,588.0,73.0,74.0,amazon-amazon-echo-dot-with-clock-gen3,1605100523.646
28.0,20.0,13502.0,5612.0,2.0,5.0,10.0,4.0,14.0,11.0,12350.0,4800.0,78.0,100.0,417.0,96.0,1360.0,1360.0,583.0,585.0,182.0,184.0,amazon-amazon-echo-dot-with-clock-gen3,1605100525.612
27.0,24.0,13991.0,5736.0,2.0,5.0,10.0,4.0,14.0,11.0,12879.0,4764.0,52.0,50.0,417.0,96.0,1360.0,1360.0,584.0,588.0,72.0,61.0,amazon-amazon-echo-dot-with-clock-gen3,1605100526.765
27.0,21.0,13846.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12734.0,4764.0,53.0,60.0,417.0,96.0,1360.0,2715.0,584.0,842.0,76.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1605100527.979
27.0,19.0,13259.0,5536.0,2.0,5.0,10.0,3.0,14.0,10.0,12147.0,4764.0,55.0,69.0,417.0,96.0,1360.0,2720.0,584.0,843.0,78.0,90.0,amazon-amazon-echo-dot-with-clock-gen3,1605100529.236
27.0,21.0,13974.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12862.0,4764.0,55.0,62.0,417.0,96.0,1360.0,2720.0,584.0,843.0,77.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1605100530.504
29.0,22.0,14293.0,5692.0,3.0,5.0,10.0,4.0,15.0,11.0,13041.0,4800.0,75.0,91.0,417.0,1355.0,1360.0,1360.0,584.0,585.0,90.0,104.0,amazon-amazon-echo-dot-with-clock-gen3,1605100532.432
28.0,20.0,13652.0,5612.0,2.0,5.0,10.0,4.0,14.0,11.0,12452.0,4800.0,63.0,81.0,417.0,96.0,1360.0,1360.0,583.0,585.0,94.0,97.0,amazon-amazon-echo-dot-with-clock-gen3,1605100533.994
26.0,22.0,13198.0,5647.0,2.0,4.0,10.0,4.0,14.0,10.0,12138.0,4755.0,56.0,58.0,417.0,96.0,1360.0,1360.0,584.0,585.0,82.0,93.0,amazon-amazon-echo-dot-with-clock-gen3,1605100535.221
27.0,20.0,13907.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12795.0,4764.0,57.0,68.0,417.0,96.0,1360.0,2715.0,584.0,842.0,89.0,101.0,amazon-amazon-echo-dot-with-clock-gen3,1605100536.55
27.0,22.0,14064.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12952.0,4764.0,58.0,63.0,417.0,96.0,1360.0,1360.0,584.0,588.0,77.0,82.0,amazon-amazon-echo-dot-with-clock-gen3,1605100537.879
27.0,20.0,14029.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12917.0,4764.0,51.0,61.0,417.0,96.0,1360.0,2715.0,584.0,842.0,74.0,88.0,amazon-amazon-echo-dot-with-clock-gen3,1605100539.037
27.0,20.0,13500.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12388.0,4764.0,55.0,65.0,417.0,96.0,1360.0,2715.0,583.0,842.0,78.0,93.0,amazon-amazon-echo-dot-with-clock-gen3,1605100540.315
28.0,22.0,14311.0,5656.0,2.0,5.0,10.0,4.0,15.0,11.0,13159.0,4764.0,53.0,59.0,417.0,96.0,1360.0,1360.0,583.0,588.0,78.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1605100541.566
28.0,19.0,14007.0,5536.0,2.0,5.0,10.0,4.0,14.0,11.0,12835.0,4764.0,91.0,70.0,417.0,96.0,1360.0,1360.0,584.0,588.0,300.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1605100543.84
27.0,21.0,13503.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12391.0,4764.0,52.0,59.0,417.0,96.0,1360.0,1360.0,583.0,588.0,73.0,76.0,amazon-amazon-echo-dot-with-clock-gen3,1605100545.024
30.0,23.0,14929.0,5741.0,2.0,6.0,11.0,4.0,15.0,12.0,13685.0,4809.0,48.0,56.0,417.0,96.0,1360.0,1360.0,584.0,597.0,73.0,81.0,amazon-amazon-echo-dot-with-clock-gen3,1605100546.268
27.0,22.0,13473.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12361.0,4764.0,52.0,56.0,417.0,96.0,1360.0,1360.0,583.0,588.0,71.0,76.0,amazon-amazon-echo-dot-with-clock-gen3,1605100547.454
27.0,21.0,13493.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12381.0,4764.0,54.0,61.0,417.0,96.0,1360.0,2715.0,583.0,842.0,73.0,89.0,amazon-amazon-echo-dot-with-clock-gen3,1605100548.695
30.0,22.0,14526.0,5701.0,2.0,6.0,11.0,4.0,15.0,12.0,13282.0,4809.0,47.0,55.0,417.0,96.0,1360.0,1360.0,583.0,597.0,74.0,78.0,amazon-amazon-echo-dot-with-clock-gen3,1605100549.868
29.0,22.0,14074.0,5701.0,2.0,6.0,10.0,4.0,14.0,12.0,12850.0,4809.0,66.0,80.0,417.0,96.0,1360.0,1360.0,584.0,597.0,146.0,148.0,amazon-amazon-echo-dot-with-clock-gen3,1605100551.564
28.0,23.0,14335.0,5696.0,2.0,5.0,10.0,4.0,15.0,11.0,13183.0,4764.0,53.0,56.0,417.0,96.0,1360.0,1360.0,583.0,588.0,77.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1605100552.826
26.0,20.0,12619.0,5576.0,2.0,5.0,9.0,3.0,13.0,10.0,11547.0,4764.0,56.0,64.0,417.0,96.0,1360.0,2715.0,583.0,842.0,75.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1605100554.045
27.0,21.0,13770.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12658.0,4764.0,54.0,61.0,417.0,96.0,1360.0,1360.0,584.0,588.0,72.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1605100555.267
27.0,21.0,13602.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12478.0,4764.0,80.0,94.0,417.0,96.0,1360.0,2715.0,583.0,842.0,81.0,129.0,amazon-amazon-echo-dot-with-clock-gen3,1605100557.172
27.0,19.0,14098.0,5536.0,2.0,5.0,10.0,3.0,14.0,10.0,12986.0,4764.0,52.0,65.0,417.0,96.0,1360.0,2715.0,585.0,842.0,76.0,88.0,amazon-amazon-echo-dot-with-clock-gen3,1605100558.342
29.0,21.0,14065.0,5661.0,2.0,6.0,10.0,4.0,14.0,12.0,12861.0,4809.0,54.0,65.0,417.0,96.0,1360.0,1360.0,584.0,597.0,80.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1605100559.682
27.0,20.0,13354.0,5576.0,2.0,5.0,10.0,4.0,14.0,11.0,12242.0,4764.0,57.0,67.0,417.0,96.0,1360.0,1360.0,584.0,588.0,80.0,88.0,amazon-amazon-echo-dot-with-clock-gen3,1605100560.971
27.0,20.0,13393.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12281.0,4764.0,54.0,64.0,417.0,96.0,1360.0,2715.0,583.0,842.0,80.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1605100562.179
30.0,24.0,14640.0,5781.0,2.0,6.0,11.0,4.0,15.0,12.0,13396.0,4809.0,50.0,55.0,417.0,96.0,1360.0,1360.0,583.0,597.0,76.0,80.0,amazon-amazon-echo-dot-with-clock-gen3,1605100563.477
27.0,21.0,14098.0,5616.0,2.0,5.0,10.0,4.0,14.0,11.0,12954.0,4764.0,74.0,87.0,417.0,96.0,1360.0,1360.0,584.0,588.0,141.0,145.0,amazon-amazon-echo-dot-with-clock-gen3,1605100565.229
28.0,20.0,14377.0,5576.0,2.0,5.0,10.0,3.0,15.0,10.0,13225.0,4764.0,53.0,66.0,417.0,96.0,1360.0,2715.0,583.0,842.0,80.0,93.0,amazon-amazon-echo-dot-with-clock-gen3,1605100566.494
27.0,19.0,13882.0,5536.0,2.0,5.0,10.0,3.0,14.0,10.0,12770.0,4764.0,59.0,74.0,417.0,96.0,1360.0,2715.0,584.0,842.0,82.0,96.0,amazon-amazon-echo-dot-with-clock-gen3,1605100567.841
27.0,22.0,13609.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12497.0,4764.0,52.0,55.0,417.0,96.0,1360.0,1360.0,583.0,588.0,73.0,77.0,amazon-amazon-echo-dot-with-clock-gen3,1605100569.002
28.0,20.0,14478.0,5576.0,2.0,5.0,11.0,3.0,15.0,10.0,13326.0,4764.0,53.0,65.0,417.0,96.0,1360.0,2715.0,583.0,842.0,77.0,90.0,amazon-amazon-echo-dot-with-clock-gen3,1605100570.246
29.0,22.0,13774.0,5701.0,2.0,6.0,10.0,4.0,14.0,12.0,12570.0,4809.0,56.0,65.0,417.0,96.0,1360.0,1360.0,583.0,597.0,78.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1605100571.641
21.0,19.0,4978.0,5536.0,2.0,5.0,4.0,3.0,8.0,10.0,4106.0,4764.0,63.0,61.0,417.0,96.0,1360.0,2715.0,524.0,842.0,71.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1605100829.204
15.0,14.0,1985.0,6558.0,2.0,1.0,3.0,6.0,6.0,7.0,1353.0,5986.0,68.0,73.0,416.0,1360.0,561.0,1360.0,205.0,505.0,79.0,95.0,amazon-amazon-echo-dot-with-clock-gen3,1605100937.198
18.0,13.0,3441.0,6054.0,2.0,2.0,3.0,5.0,7.0,7.0,2689.0,5522.0,52.0,57.0,421.0,1360.0,1360.0,2720.0,454.0,889.0,74.0,97.0,amazon-amazon-echo-dot-with-clock-gen3,1605101049.656
13.0,12.0,1614.0,7224.0,1.0,2.0,1.0,5.0,4.0,7.0,930.0,6592.0,38.0,38.0,204.0,1402.0,569.0,1402.0,203.0,578.0,92.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1605101595.747
19.0,19.0,2726.0,5536.0,2.0,5.0,2.0,3.0,6.0,10.0,1934.0,4764.0,83.0,72.0,417.0,96.0,1172.0,2715.0,401.0,842.0,86.0,89.0,amazon-amazon-echo-dot-with-clock-gen3,1605101609.302
27.0,22.0,13185.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12073.0,4764.0,50.0,54.0,417.0,96.0,1360.0,1360.0,584.0,588.0,71.0,62.0,amazon-amazon-echo-dot-with-clock-gen3,1605102209.12
13.0,13.0,1750.0,7289.0,1.0,2.0,1.0,5.0,4.0,7.0,1066.0,6605.0,28.0,27.0,204.0,1402.0,705.0,1402.0,260.0,579.0,80.0,77.0,amazon-amazon-echo-dot-with-clock-gen3,1605102470.868
13.0,12.0,1694.0,7266.0,1.0,2.0,1.0,4.0,4.0,6.0,1010.0,6634.0,28.0,27.0,207.0,1402.0,646.0,2804.0,235.0,935.0,69.0,64.0,amazon-amazon-echo-dot-with-clock-gen3,1605102766.093
27.0,21.0,13693.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,12581.0,4764.0,50.0,57.0,417.0,96.0,1360.0,2715.0,583.0,842.0,68.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1605102809.136
29.0,23.0,15858.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,14666.0,4764.0,46.0,51.0,417.0,96.0,1360.0,2720.0,584.0,843.0,68.0,74.0,amazon-amazon-echo-dot-with-clock-gen3,1605102810.296
30.0,23.0,15139.0,5741.0,2.0,6.0,11.0,4.0,15.0,12.0,13895.0,4809.0,48.0,56.0,417.0,96.0,1360.0,1360.0,584.0,597.0,73.0,65.0,amazon-amazon-echo-dot-with-clock-gen3,1605102811.53
19.0,20.0,2716.0,5576.0,2.0,5.0,2.0,4.0,6.0,11.0,1924.0,4764.0,78.0,64.0,417.0,96.0,1162.0,1360.0,398.0,588.0,81.0,69.0,amazon-amazon-echo-dot-with-clock-gen3,1605103352.197
21.0,20.0,4392.0,5576.0,3.0,5.0,3.0,4.0,8.0,11.0,3520.0,4764.0,62.0,57.0,417.0,96.0,1360.0,1360.0,544.0,588.0,69.0,75.0,amazon-amazon-echo-dot-with-clock-gen3,1605103589.066
13.0,12.0,1714.0,7251.0,1.0,2.0,1.0,4.0,4.0,6.0,1030.0,6619.0,28.0,30.0,204.0,1402.0,669.0,2804.0,245.0,934.0,85.0,79.0,amazon-amazon-echo-dot-with-clock-gen3,1605104318.418
114.0,167.0,17122.0,17568.0,67.0,67.0,17.0,7.0,87.0,83.0,12458.0,10876.0,15722.0,10702.0,214.0,1360.0,1360.0,1360.0,689.0,805.0,15681.0,10674.0,amazon-amazon-echo-dot-with-clock-gen3,1605104346.087
15.0,13.0,1985.0,6518.0,2.0,1.0,3.0,5.0,6.0,6.0,1353.0,5986.0,57.0,66.0,416.0,1360.0,561.0,2720.0,205.0,879.0,73.0,88.0,amazon-amazon-echo-dot-with-clock-gen3,1605104438.057
