packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName,flowEndMilliseconds
15.0,14.0,1900.0,6431.0,2.0,1.0,2.0,4.0,5.0,5.0,1268.0,5859.0,86.0,80.0,415.0,1360.0,696.0,3098.0,262.0,1065.0,90.0,97.0,amazon-amazon-echo-dot-with-clock-gen3,1604328309.301
16.0,14.0,2735.0,7863.0,2.0,1.0,3.0,4.0,6.0,5.0,2063.0,7291.0,90.0,91.0,423.0,1360.0,792.0,3942.0,311.0,1324.0,84.0,98.0,amazon-amazon-echo-dot-with-clock-gen3,1604328309.478
16.0,15.0,2127.0,5911.0,2.0,1.0,2.0,4.0,6.0,5.0,1455.0,5299.0,109.0,104.0,415.0,1360.0,693.0,3098.0,239.0,1108.0,91.0,105.0,amazon-amazon-echo-dot-with-clock-gen3,1604328310.823
39131.0,58177.0,2118888.0,97548894.0,1.0,12.0,0.0,58110.0,4.0,58127.0,584.0,94523682.0,1.0,1.0,214.0,1408.0,214.0,15488.0,75.0,1915.0,14.0,15.0,amazon-amazon-echo-dot-with-clock-gen3,1604329419.54
1267.0,977.0,679094.0,656664.0,95.0,162.0,648.0,284.0,761.0,541.0,628166.0,617572.0,891.0,1231.0,214.0,1360.0,1360.0,13600.0,660.0,1007.0,854.0,1194.0,amazon-amazon-echo-dot-with-clock-gen3,1604329488.195
35.0,26.0,4176.0,8352.0,12.0,12.0,1.0,5.0,16.0,17.0,2336.0,6992.0,32140.0,48748.0,191.0,1408.0,1408.0,2443.0,409.0,856.0,32057.0,46833.0,amazon-amazon-echo-dot-with-clock-gen3,1604329507.732
15.0,12.0,3341.0,6014.0,2.0,2.0,3.0,4.0,6.0,6.0,2709.0,5522.0,62.0,61.0,421.0,1360.0,1360.0,3107.0,492.0,1073.0,71.0,92.0,amazon-amazon-echo-dot-with-clock-gen3,1604339858.951
15.0,12.0,2007.0,6499.0,2.0,1.0,3.0,4.0,6.0,5.0,1375.0,6007.0,61.0,78.0,416.0,1360.0,583.0,3151.0,211.0,1075.0,68.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1604339859.107
15.0,13.0,2007.0,6539.0,2.0,1.0,3.0,5.0,6.0,6.0,1375.0,6007.0,62.0,73.0,416.0,1360.0,583.0,1791.0,211.0,592.0,71.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1604339859.116
15.0,13.0,2007.0,6539.0,2.0,1.0,3.0,5.0,6.0,6.0,1375.0,6007.0,56.0,64.0,416.0,1360.0,583.0,1791.0,211.0,592.0,70.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1604339859.447
12.0,12.0,1378.0,6603.0,1.0,1.0,1.0,4.0,4.0,5.0,746.0,5971.0,45.0,45.0,222.0,1408.0,367.0,2816.0,124.0,933.0,138.0,135.0,amazon-amazon-echo-dot-with-clock-gen3,1604339859.613
17.0,15.0,2144.0,6027.0,2.0,1.0,2.0,4.0,5.0,6.0,1432.0,5415.0,125.0,131.0,409.0,1360.0,866.0,3098.0,321.0,1069.0,96.0,317.0,amazon-amazon-echo-dot-with-clock-gen3,1604339859.681
14.0,14.0,1676.0,7529.0,1.0,1.0,1.0,6.0,4.0,7.0,1060.0,6957.0,73.0,60.0,202.0,1360.0,701.0,1360.0,258.0,497.0,79.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1604339860.022
14.0,10.0,1694.0,7312.0,1.0,1.0,1.0,4.0,4.0,5.0,1102.0,6900.0,64.0,75.0,202.0,1360.0,743.0,3930.0,276.0,1368.0,71.0,77.0,amazon-amazon-echo-dot-with-clock-gen3,1604339860.451
13.0,10.0,1821.0,7760.0,1.0,1.0,1.0,4.0,4.0,5.0,1269.0,7348.0,77.0,83.0,202.0,1360.0,910.0,3930.0,347.0,1311.0,87.0,87.0,amazon-amazon-echo-dot-with-clock-gen3,1604339860.498
14.0,11.0,1862.0,7567.0,1.0,1.0,1.0,5.0,4.0,6.0,1270.0,7115.0,65.0,66.0,202.0,1360.0,911.0,2570.0,347.0,780.0,73.0,77.0,amazon-amazon-echo-dot-with-clock-gen3,1604339861.26
13.0,13.0,1651.0,7254.0,1.0,2.0,1.0,4.0,4.0,6.0,967.0,6570.0,25.0,24.0,204.0,1408.0,606.0,2816.0,219.0,938.0,74.0,68.0,amazon-amazon-echo-dot-with-clock-gen3,1604339861.375
13.0,11.0,1663.0,7179.0,1.0,2.0,1.0,3.0,4.0,5.0,979.0,6599.0,25.0,30.0,204.0,4224.0,618.0,4224.0,224.0,1533.0,72.0,69.0,amazon-amazon-echo-dot-with-clock-gen3,1604339861.375
13.0,13.0,1655.0,7258.0,1.0,2.0,1.0,4.0,4.0,6.0,971.0,6574.0,25.0,24.0,204.0,1408.0,610.0,2816.0,220.0,938.0,71.0,69.0,amazon-amazon-echo-dot-with-clock-gen3,1604339861.39
23.0,16.0,1722.0,19789.0,1.0,5.0,1.0,6.0,4.0,12.0,770.0,19137.0,45.0,54.0,221.0,96.0,392.0,7100.0,133.0,2163.0,72.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1604339862.406
18.0,15.0,1525.0,5524.0,1.0,5.0,1.0,5.0,4.0,11.0,773.0,4912.0,58.0,57.0,221.0,96.0,395.0,1485.0,134.0,556.0,76.0,73.0,amazon-amazon-echo-dot-with-clock-gen3,1604339862.406
18.0,16.0,1562.0,5968.0,1.0,5.0,1.0,5.0,4.0,12.0,786.0,5316.0,60.0,55.0,221.0,96.0,408.0,1420.0,139.0,542.0,79.0,75.0,amazon-amazon-echo-dot-with-clock-gen3,1604339862.441
11.0,10.0,1040.0,4248.0,1.0,1.0,0.0,3.0,4.0,4.0,460.0,3720.0,34.0,37.0,206.0,2816.0,206.0,2816.0,64.0,1100.0,72.0,73.0,amazon-amazon-echo-dot-with-clock-gen3,1604339870.276
19.0,19.0,2336.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1532.0,4764.0,74.0,64.0,417.0,96.0,771.0,1360.0,264.0,588.0,76.0,79.0,amazon-amazon-echo-dot-with-clock-gen3,1604339891.973
16.0,13.0,2293.0,6319.0,2.0,1.0,3.0,5.0,6.0,8.0,1621.0,5787.0,54.0,65.0,428.0,1360.0,629.0,1772.0,238.0,620.0,72.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1604340012.06
13.0,12.0,1741.0,7240.0,1.0,2.0,1.0,4.0,4.0,6.0,1057.0,6608.0,24.0,25.0,204.0,1408.0,696.0,2816.0,256.0,938.0,71.0,69.0,amazon-amazon-echo-dot-with-clock-gen3,1604340020.654
104.0,75.0,90175.0,7502.0,1.0,3.0,75.0,3.0,91.0,9.0,85959.0,4490.0,13.0,16.0,423.0,1360.0,1360.0,1384.0,624.0,615.0,83.0,92.0,amazon-amazon-echo-dot-with-clock-gen3,1604340249.716
17.0,14.0,2885.0,4993.0,0.0,3.0,4.0,3.0,7.0,8.0,2161.0,4421.0,49.0,47.0,423.0,1360.0,709.0,1384.0,218.0,633.0,76.0,77.0,amazon-amazon-echo-dot-with-clock-gen3,1604340250.547
82.0,41.0,74289.0,6073.0,2.0,3.0,62.0,2.0,72.0,7.0,70977.0,4421.0,15.0,27.0,423.0,1360.0,1360.0,2744.0,707.0,972.0,75.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1604340251.84
112.0,53.0,90483.0,6553.0,0.0,3.0,79.0,3.0,102.0,8.0,85959.0,4421.0,12.0,23.0,423.0,1360.0,1360.0,1384.0,541.0,633.0,88.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1604340253.278
13.0,13.0,1635.0,7276.0,1.0,2.0,1.0,4.0,4.0,6.0,951.0,6592.0,23.0,22.0,204.0,1408.0,590.0,2816.0,212.0,938.0,70.0,68.0,amazon-amazon-echo-dot-with-clock-gen3,1604340308.412
32.0,25.0,17070.0,5821.0,3.0,6.0,12.0,3.0,17.0,11.0,15734.0,4809.0,39.0,43.0,417.0,96.0,1360.0,2715.0,584.0,842.0,64.0,78.0,amazon-amazon-echo-dot-with-clock-gen3,1604340491.867
29.0,21.0,16861.0,5616.0,2.0,5.0,12.0,2.0,16.0,9.0,15669.0,4764.0,43.0,53.0,417.0,96.0,1360.0,4075.0,590.0,1257.0,62.0,75.0,amazon-amazon-echo-dot-with-clock-gen3,1604340492.939
29.0,23.0,16293.0,5696.0,2.0,5.0,12.0,4.0,16.0,11.0,15101.0,4764.0,44.0,48.0,417.0,96.0,1360.0,1360.0,586.0,588.0,71.0,56.0,amazon-amazon-echo-dot-with-clock-gen3,1604340494.035
29.0,22.0,16861.0,5656.0,2.0,5.0,12.0,2.0,16.0,9.0,15669.0,4764.0,45.0,52.0,417.0,96.0,1360.0,4075.0,590.0,1257.0,67.0,82.0,amazon-amazon-echo-dot-with-clock-gen3,1604340495.149
32.0,24.0,17058.0,5781.0,3.0,6.0,12.0,2.0,17.0,10.0,15734.0,4809.0,40.0,45.0,417.0,96.0,1360.0,4075.0,584.0,1201.0,65.0,77.0,amazon-amazon-echo-dot-with-clock-gen3,1604340496.235
29.0,21.0,16861.0,5616.0,2.0,5.0,12.0,2.0,16.0,9.0,15669.0,4764.0,43.0,52.0,417.0,96.0,1360.0,4075.0,590.0,1257.0,64.0,79.0,amazon-amazon-echo-dot-with-clock-gen3,1604340497.268
29.0,23.0,16879.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,15687.0,4764.0,46.0,51.0,417.0,96.0,1360.0,2720.0,590.0,843.0,68.0,75.0,amazon-amazon-echo-dot-with-clock-gen3,1604340498.43
29.0,23.0,16861.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,15669.0,4764.0,44.0,49.0,417.0,96.0,1360.0,2715.0,590.0,842.0,63.0,74.0,amazon-amazon-echo-dot-with-clock-gen3,1604340499.517
32.0,26.0,17070.0,5861.0,3.0,6.0,12.0,4.0,17.0,12.0,15734.0,4809.0,37.0,40.0,417.0,96.0,1360.0,1360.0,584.0,597.0,62.0,51.0,amazon-amazon-echo-dot-with-clock-gen3,1604340500.517
29.0,21.0,16293.0,5616.0,2.0,5.0,12.0,4.0,16.0,11.0,15101.0,4764.0,43.0,52.0,417.0,96.0,1360.0,1360.0,586.0,588.0,63.0,71.0,amazon-amazon-echo-dot-with-clock-gen3,1604340501.595
31.0,23.0,16953.0,5741.0,2.0,6.0,12.0,2.0,16.0,10.0,15669.0,4809.0,44.0,52.0,417.0,96.0,1360.0,4075.0,590.0,1201.0,68.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1604340502.78
30.0,24.0,16990.0,5736.0,3.0,5.0,12.0,4.0,17.0,11.0,15734.0,4764.0,41.0,44.0,417.0,96.0,1360.0,1360.0,584.0,588.0,63.0,55.0,amazon-amazon-echo-dot-with-clock-gen3,1604340503.802
29.0,23.0,16861.0,5696.0,2.0,5.0,12.0,4.0,16.0,11.0,15669.0,4764.0,42.0,47.0,417.0,96.0,1360.0,1360.0,590.0,588.0,70.0,55.0,amazon-amazon-echo-dot-with-clock-gen3,1604340504.853
29.0,20.0,16293.0,5576.0,2.0,5.0,12.0,3.0,16.0,10.0,15101.0,4764.0,45.0,57.0,417.0,96.0,1360.0,2720.0,586.0,843.0,67.0,79.0,amazon-amazon-echo-dot-with-clock-gen3,1604340505.961
29.0,21.0,16885.0,5616.0,2.0,5.0,12.0,4.0,16.0,11.0,15669.0,4764.0,45.0,55.0,417.0,96.0,1360.0,1360.0,590.0,588.0,68.0,61.0,amazon-amazon-echo-dot-with-clock-gen3,1604340507.091
29.0,21.0,16290.0,5616.0,2.0,5.0,12.0,2.0,16.0,9.0,15098.0,4764.0,42.0,51.0,417.0,96.0,1360.0,4075.0,586.0,1257.0,62.0,78.0,amazon-amazon-echo-dot-with-clock-gen3,1604340508.118
29.0,22.0,16873.0,5656.0,2.0,5.0,12.0,3.0,16.0,10.0,15669.0,4764.0,44.0,50.0,417.0,96.0,1360.0,2720.0,590.0,843.0,67.0,71.0,amazon-amazon-echo-dot-with-clock-gen3,1604340509.202
30.0,20.0,16966.0,5576.0,3.0,5.0,12.0,3.0,17.0,10.0,15734.0,4764.0,40.0,53.0,417.0,96.0,1360.0,2715.0,584.0,842.0,62.0,72.0,amazon-amazon-echo-dot-with-clock-gen3,1604340510.227
29.0,23.0,16861.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,15669.0,4764.0,47.0,52.0,417.0,96.0,1360.0,2720.0,590.0,843.0,67.0,76.0,amazon-amazon-echo-dot-with-clock-gen3,1604340511.394
31.0,24.0,16397.0,5781.0,2.0,6.0,12.0,4.0,16.0,12.0,15101.0,4809.0,43.0,48.0,417.0,96.0,1360.0,1360.0,586.0,597.0,70.0,74.0,amazon-amazon-echo-dot-with-clock-gen3,1604340512.509
30.0,20.0,16966.0,5576.0,3.0,5.0,12.0,2.0,17.0,9.0,15734.0,4764.0,47.0,62.0,417.0,96.0,1360.0,4075.0,584.0,1257.0,71.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1604340513.726
29.0,23.0,16861.0,5696.0,2.0,5.0,12.0,4.0,16.0,11.0,15669.0,4764.0,44.0,48.0,417.0,96.0,1360.0,1360.0,590.0,588.0,65.0,56.0,amazon-amazon-echo-dot-with-clock-gen3,1604340514.805
29.0,21.0,16293.0,5616.0,2.0,5.0,12.0,2.0,16.0,9.0,15101.0,4764.0,42.0,51.0,417.0,96.0,1360.0,4075.0,586.0,1257.0,65.0,76.0,amazon-amazon-echo-dot-with-clock-gen3,1604340515.833
31.0,24.0,16965.0,5781.0,2.0,6.0,12.0,3.0,16.0,11.0,15669.0,4809.0,40.0,45.0,417.0,96.0,1360.0,2715.0,590.0,842.0,63.0,68.0,amazon-amazon-echo-dot-with-clock-gen3,1604340516.909
29.0,22.0,16290.0,5656.0,2.0,5.0,12.0,3.0,16.0,10.0,15098.0,4764.0,45.0,52.0,417.0,96.0,1360.0,2715.0,586.0,842.0,68.0,75.0,amazon-amazon-echo-dot-with-clock-gen3,1604340517.996
30.0,22.0,16898.0,5656.0,2.0,5.0,12.0,3.0,16.0,10.0,15666.0,4764.0,40.0,48.0,417.0,96.0,1360.0,2720.0,590.0,843.0,64.0,74.0,amazon-amazon-echo-dot-with-clock-gen3,1604340519.014
29.0,21.0,16293.0,5616.0,2.0,5.0,12.0,3.0,16.0,10.0,15101.0,4764.0,47.0,57.0,417.0,96.0,1360.0,2715.0,586.0,842.0,69.0,75.0,amazon-amazon-echo-dot-with-clock-gen3,1604340520.189
30.0,22.0,18207.0,5656.0,2.0,5.0,13.0,3.0,17.0,10.0,16975.0,4764.0,47.0,57.0,417.0,96.0,1360.0,2720.0,593.0,843.0,63.0,76.0,amazon-amazon-echo-dot-with-clock-gen3,1604340521.387
29.0,23.0,16435.0,5696.0,2.0,5.0,12.0,3.0,16.0,10.0,15219.0,4764.0,46.0,52.0,417.0,96.0,1360.0,2720.0,587.0,843.0,71.0,88.0,amazon-amazon-echo-dot-with-clock-gen3,1604340522.553
22.0,19.0,4608.0,5536.0,2.0,5.0,3.0,2.0,8.0,9.0,3696.0,4764.0,60.0,60.0,417.0,96.0,1360.0,4075.0,531.0,1257.0,68.0,80.0,amazon-amazon-echo-dot-with-clock-gen3,1604340523.646
23.0,21.0,8305.0,5616.0,2.0,5.0,6.0,3.0,10.0,10.0,7341.0,4764.0,55.0,51.0,417.0,96.0,1360.0,2715.0,593.0,842.0,68.0,67.0,amazon-amazon-echo-dot-with-clock-gen3,1604340524.699
20.0,17.0,3666.0,5456.0,2.0,5.0,3.0,2.0,7.0,9.0,2834.0,4764.0,66.0,68.0,417.0,96.0,1360.0,4075.0,451.0,1257.0,75.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1604340525.788
23.0,20.0,5653.0,5621.0,2.0,6.0,4.0,3.0,8.0,11.0,4689.0,4809.0,54.0,54.0,417.0,96.0,1360.0,2715.0,572.0,842.0,66.0,73.0,amazon-amazon-echo-dot-with-clock-gen3,1604340526.823
29.0,21.0,16818.0,5616.0,2.0,5.0,12.0,3.0,16.0,10.0,15626.0,4764.0,43.0,53.0,417.0,96.0,1360.0,2720.0,590.0,843.0,68.0,73.0,amazon-amazon-echo-dot-with-clock-gen3,1604340527.897
29.0,23.0,15764.0,5696.0,2.0,5.0,11.0,4.0,16.0,11.0,14572.0,4764.0,47.0,52.0,417.0,96.0,1360.0,1360.0,584.0,588.0,68.0,60.0,amazon-amazon-echo-dot-with-clock-gen3,1604340529.067
29.0,22.0,16873.0,5656.0,2.0,5.0,12.0,3.0,16.0,10.0,15669.0,4764.0,46.0,53.0,417.0,96.0,1360.0,2715.0,590.0,842.0,67.0,79.0,amazon-amazon-echo-dot-with-clock-gen3,1604340530.196
29.0,21.0,16874.0,5616.0,2.0,5.0,12.0,4.0,16.0,11.0,15682.0,4764.0,45.0,54.0,417.0,96.0,1360.0,1360.0,590.0,588.0,67.0,70.0,amazon-amazon-echo-dot-with-clock-gen3,1604340531.291
13.0,12.0,1713.0,7266.0,1.0,2.0,1.0,4.0,4.0,6.0,1029.0,6634.0,23.0,24.0,207.0,2816.0,665.0,2816.0,243.0,938.0,69.0,63.0,amazon-amazon-echo-dot-with-clock-gen3,1604340762.78
19.0,19.0,2722.0,5536.0,2.0,5.0,2.0,3.0,6.0,10.0,1930.0,4764.0,76.0,66.0,417.0,96.0,1168.0,2720.0,400.0,843.0,81.0,82.0,amazon-amazon-echo-dot-with-clock-gen3,1604341632.0
168.0,211.0,40720.0,26142.0,73.0,77.0,45.0,12.0,122.0,106.0,33968.0,17690.0,10734.0,8536.0,214.0,1360.0,1360.0,4662.0,377.0,1479.0,10693.0,8494.0,amazon-amazon-echo-dot-with-clock-gen3,1604341651.724
49.0,27.0,5134.0,8622.0,19.0,19.0,1.0,5.0,23.0,24.0,2566.0,7210.0,36035.0,66520.0,191.0,1408.0,1408.0,2443.0,416.0,897.0,35960.0,57182.0,amazon-amazon-echo-dot-with-clock-gen3,1604341591.466
27.0,21.0,13089.0,5616.0,2.0,5.0,10.0,3.0,14.0,10.0,11977.0,4764.0,50.0,57.0,417.0,96.0,1360.0,2715.0,584.0,842.0,69.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1604341751.972
27.0,20.0,13296.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12184.0,4764.0,52.0,62.0,417.0,96.0,1360.0,2720.0,584.0,843.0,70.0,85.0,amazon-amazon-echo-dot-with-clock-gen3,1604341753.157
27.0,19.0,13555.0,5536.0,2.0,5.0,10.0,2.0,14.0,9.0,12443.0,4764.0,52.0,65.0,417.0,96.0,1360.0,4075.0,583.0,1257.0,73.0,82.0,amazon-amazon-echo-dot-with-clock-gen3,1604341754.338
27.0,20.0,13212.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12100.0,4764.0,52.0,62.0,417.0,96.0,1360.0,2715.0,584.0,842.0,71.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1604341755.551
27.0,20.0,13330.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12218.0,4764.0,54.0,63.0,417.0,96.0,1360.0,2715.0,584.0,842.0,75.0,88.0,amazon-amazon-echo-dot-with-clock-gen3,1604341756.778
27.0,21.0,13475.0,5616.0,2.0,5.0,10.0,2.0,14.0,9.0,12363.0,4764.0,52.0,59.0,417.0,96.0,1360.0,4075.0,583.0,1257.0,74.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1604341757.956
23.0,19.0,7248.0,5536.0,2.0,5.0,5.0,2.0,10.0,9.0,6296.0,4764.0,59.0,63.0,417.0,96.0,1360.0,4075.0,605.0,1257.0,74.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1604341759.086
21.0,20.0,4459.0,5576.0,2.0,5.0,3.0,4.0,8.0,11.0,3587.0,4764.0,65.0,59.0,417.0,96.0,1360.0,1360.0,538.0,588.0,74.0,77.0,amazon-amazon-echo-dot-with-clock-gen3,1604341760.265
27.0,20.0,13480.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12368.0,4764.0,52.0,62.0,417.0,96.0,1360.0,2715.0,583.0,842.0,72.0,84.0,amazon-amazon-echo-dot-with-clock-gen3,1604341761.447
29.0,22.0,13757.0,5701.0,2.0,6.0,10.0,4.0,14.0,12.0,12553.0,4809.0,48.0,56.0,417.0,96.0,1360.0,1360.0,583.0,597.0,71.0,78.0,amazon-amazon-echo-dot-with-clock-gen3,1604341762.634
29.0,22.0,13774.0,5701.0,2.0,6.0,10.0,3.0,14.0,11.0,12570.0,4809.0,48.0,55.0,417.0,96.0,1360.0,2715.0,583.0,842.0,70.0,83.0,amazon-amazon-echo-dot-with-clock-gen3,1604341763.807
29.0,21.0,13770.0,5661.0,2.0,6.0,10.0,3.0,14.0,11.0,12566.0,4809.0,48.0,58.0,417.0,96.0,1360.0,2715.0,583.0,842.0,73.0,86.0,amazon-amazon-echo-dot-with-clock-gen3,1604341765.005
29.0,22.0,13774.0,5701.0,2.0,6.0,10.0,3.0,14.0,11.0,12570.0,4809.0,48.0,55.0,417.0,96.0,1360.0,2715.0,583.0,842.0,72.0,63.0,amazon-amazon-echo-dot-with-clock-gen3,1604341766.176
27.0,20.0,13688.0,5576.0,2.0,5.0,10.0,3.0,14.0,10.0,12564.0,4764.0,48.0,57.0,417.0,96.0,1360.0,2715.0,583.0,842.0,71.0,80.0,amazon-amazon-echo-dot-with-clock-gen3,1604341767.262
