,packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName
857,23.0,20.0,5894.0,5621.0,2.0,6.0,4.0,4.0,8.0,12.0,4930.0,4809.0,72.0,73.0,417.0,96.0,1460.0,1460.0,612.0,602.0,90.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
858,22.0,20.0,4444.0,5621.0,2.0,6.0,3.0,4.0,7.0,12.0,3520.0,4809.0,77.0,71.0,417.0,96.0,1460.0,1460.0,568.0,602.0,93.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
859,13.0,14.0,1672.0,7399.0,1.0,2.0,1.0,6.0,4.0,8.0,988.0,6663.0,29.0,25.0,207.0,1448.0,624.0,1448.0,226.0,559.0,73.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
860,14.0,14.0,1747.0,7238.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,89.0,74.0,202.0,1460.0,796.0,1460.0,299.0,517.0,92.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
861,14.0,11.0,1753.0,7052.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6600.0,78.0,82.0,202.0,1460.0,802.0,1460.0,301.0,528.0,89.0,96.0,amazon-amazon-echo-dot-with-clock-gen3
862,13.0,13.0,1592.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,36.0,34.0,204.0,1448.0,547.0,1448.0,194.0,591.0,81.0,77.0,amazon-amazon-echo-dot-with-clock-gen3
863,26.0,20.0,12894.0,5576.0,2.0,5.0,9.0,4.0,13.0,11.0,11822.0,4764.0,62.0,71.0,417.0,96.0,1460.0,1460.0,633.0,593.0,92.0,97.0,amazon-amazon-echo-dot-with-clock-gen3
864,28.0,22.0,13146.0,5701.0,2.0,6.0,9.0,4.0,13.0,12.0,11982.0,4809.0,60.0,66.0,417.0,96.0,1460.0,1460.0,632.0,602.0,89.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
865,26.0,22.0,13475.0,5656.0,2.0,5.0,9.0,3.0,13.0,10.0,12403.0,4764.0,58.0,58.0,417.0,96.0,1460.0,2615.0,632.0,827.0,81.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
866,27.0,22.0,13666.0,5656.0,2.0,5.0,9.0,4.0,14.0,11.0,12554.0,4764.0,56.0,60.0,417.0,96.0,1460.0,1460.0,634.0,593.0,75.0,68.0,amazon-amazon-echo-dot-with-clock-gen3
867,26.0,21.0,13199.0,5616.0,2.0,5.0,9.0,3.0,13.0,10.0,12127.0,4764.0,66.0,73.0,417.0,96.0,1460.0,2615.0,632.0,827.0,84.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
868,15.0,12.0,1964.0,6156.0,2.0,1.0,3.0,2.0,6.0,4.0,1332.0,5664.0,70.0,86.0,416.0,4511.0,540.0,4511.0,199.0,1822.0,91.0,103.0,amazon-amazon-echo-dot-with-clock-gen3
869,26.0,21.0,12549.0,5616.0,2.0,5.0,9.0,4.0,13.0,11.0,11477.0,4764.0,65.0,71.0,417.0,96.0,1460.0,1460.0,635.0,593.0,89.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
870,19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,101.0,88.0,417.0,96.0,1164.0,1460.0,398.0,593.0,104.0,103.0,amazon-amazon-echo-dot-with-clock-gen3
871,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,106.0,97.0,202.0,1460.0,796.0,1460.0,299.0,517.0,107.0,111.0,amazon-amazon-echo-dot-with-clock-gen3
872,14.0,11.0,1753.0,7052.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6600.0,99.0,104.0,202.0,1460.0,802.0,1460.0,301.0,528.0,112.0,121.0,amazon-amazon-echo-dot-with-clock-gen3
873,15.0,15.0,1932.0,8353.0,1.0,2.0,1.0,6.0,5.0,8.0,1132.0,7553.0,47.0,44.0,204.0,1448.0,567.0,1448.0,181.0,552.0,69.0,44.0,amazon-amazon-echo-dot-with-clock-gen3
874,13.0,15.0,1728.0,7422.0,1.0,2.0,1.0,6.0,4.0,8.0,1044.0,6634.0,51.0,38.0,204.0,1448.0,683.0,1448.0,251.0,560.0,92.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
875,13.0,15.0,1692.0,7436.0,1.0,2.0,1.0,6.0,4.0,8.0,1008.0,6648.0,42.0,33.0,204.0,1448.0,647.0,1448.0,236.0,559.0,88.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
876,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,114.0,102.0,202.0,1460.0,796.0,1460.0,299.0,517.0,125.0,122.0,amazon-amazon-echo-dot-with-clock-gen3
877,14.0,11.0,1753.0,7052.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6600.0,91.0,95.0,202.0,1460.0,802.0,1460.0,301.0,528.0,106.0,110.0,amazon-amazon-echo-dot-with-clock-gen3
878,23.0,19.0,5894.0,5581.0,2.0,6.0,4.0,4.0,8.0,12.0,4930.0,4809.0,80.0,84.0,417.0,96.0,1460.0,1460.0,612.0,602.0,96.0,97.0,amazon-amazon-echo-dot-with-clock-gen3
879,21.0,20.0,2810.0,5621.0,2.0,6.0,2.0,4.0,6.0,12.0,1926.0,4809.0,91.0,84.0,417.0,96.0,1164.0,1460.0,398.0,602.0,99.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
880,27.0,23.0,14874.0,5696.0,2.0,5.0,10.0,4.0,14.0,11.0,13762.0,4764.0,54.0,55.0,417.0,96.0,1460.0,1460.0,633.0,593.0,74.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
881,28.0,22.0,15478.0,5656.0,2.0,5.0,11.0,3.0,15.0,10.0,14326.0,4764.0,52.0,57.0,417.0,96.0,1460.0,2615.0,632.0,827.0,79.0,90.0,amazon-amazon-echo-dot-with-clock-gen3
882,26.0,20.0,13135.0,5576.0,2.0,5.0,9.0,4.0,13.0,11.0,12063.0,4764.0,55.0,63.0,417.0,96.0,1460.0,1460.0,632.0,593.0,78.0,83.0,amazon-amazon-echo-dot-with-clock-gen3
883,26.0,19.0,12856.0,5536.0,2.0,5.0,9.0,2.0,13.0,9.0,11784.0,4764.0,58.0,70.0,417.0,96.0,1460.0,4075.0,633.0,1257.0,85.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
884,13.0,13.0,1592.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,57.0,53.0,204.0,1448.0,547.0,1448.0,194.0,591.0,111.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
885,109.0,160.0,15151.0,16707.0,67.0,66.0,14.0,5.0,84.0,80.0,10759.0,10295.0,16581.0,11262.0,214.0,1460.0,1460.0,1642.0,435.0,874.0,16523.0,11222.0,amazon-amazon-echo-dot-with-clock-gen3
886,20.0,19.0,4352.0,5536.0,2.0,5.0,3.0,4.0,7.0,11.0,3520.0,4764.0,82.0,74.0,417.0,96.0,1460.0,1460.0,568.0,593.0,95.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
887,13.0,13.0,1612.0,7257.0,1.0,2.0,1.0,5.0,4.0,7.0,928.0,6573.0,49.0,44.0,204.0,1448.0,567.0,1448.0,202.0,590.0,96.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
888,13.0,13.0,1728.0,7289.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,50.0,44.0,204.0,1448.0,683.0,1448.0,251.0,591.0,95.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
889,13.0,13.0,1672.0,7318.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,46.0,41.0,207.0,1448.0,624.0,1448.0,226.0,593.0,84.0,67.0,amazon-amazon-echo-dot-with-clock-gen3
890,19.0,18.0,2718.0,5496.0,2.0,5.0,2.0,2.0,6.0,9.0,1926.0,4764.0,98.0,91.0,417.0,96.0,1164.0,4075.0,398.0,1257.0,100.0,114.0,amazon-amazon-echo-dot-with-clock-gen3
891,15.0,15.0,1964.0,6276.0,2.0,1.0,3.0,4.0,6.0,7.0,1332.0,5664.0,74.0,71.0,416.0,1460.0,540.0,1460.0,199.0,631.0,94.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
892,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,99.0,89.0,202.0,1460.0,796.0,1460.0,299.0,517.0,94.0,101.0,amazon-amazon-echo-dot-with-clock-gen3
893,14.0,12.0,1753.0,7092.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6600.0,90.0,85.0,202.0,1460.0,802.0,1460.0,301.0,528.0,102.0,109.0,amazon-amazon-echo-dot-with-clock-gen3
894,28.0,22.0,12640.0,5701.0,2.0,6.0,9.0,4.0,13.0,12.0,11476.0,4809.0,60.0,67.0,417.0,96.0,1460.0,1460.0,635.0,602.0,85.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
895,28.0,22.0,13598.0,5701.0,3.0,6.0,9.0,3.0,14.0,11.0,12434.0,4809.0,62.0,70.0,417.0,96.0,1460.0,2615.0,635.0,827.0,85.0,110.0,amazon-amazon-echo-dot-with-clock-gen3
896,26.0,22.0,13119.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,12047.0,4764.0,65.0,67.0,417.0,96.0,1460.0,1460.0,632.0,593.0,89.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
897,26.0,22.0,13476.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,12404.0,4764.0,70.0,73.0,417.0,96.0,1460.0,1460.0,632.0,593.0,89.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
898,33.0,27.0,20450.0,5937.0,2.0,6.0,14.0,4.0,18.0,12.0,19086.0,4809.0,70.0,77.0,417.0,96.0,1460.0,1460.0,641.0,602.0,100.0,113.0,amazon-amazon-echo-dot-with-clock-gen3
899,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,102.0,93.0,202.0,1460.0,796.0,1460.0,299.0,517.0,101.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
900,13.0,10.0,1713.0,7012.0,1.0,1.0,1.0,5.0,4.0,6.0,1161.0,6600.0,99.0,108.0,202.0,1460.0,802.0,2370.0,301.0,771.0,114.0,114.0,amazon-amazon-echo-dot-with-clock-gen3
901,13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,78.0,65.0,204.0,1448.0,647.0,1448.0,236.0,592.0,119.0,84.0,amazon-amazon-echo-dot-with-clock-gen3
902,21.0,19.0,2810.0,5581.0,2.0,6.0,2.0,4.0,6.0,12.0,1926.0,4809.0,94.0,92.0,417.0,96.0,1164.0,1460.0,398.0,602.0,101.0,110.0,amazon-amazon-echo-dot-with-clock-gen3
903,21.0,20.0,4978.0,5576.0,2.0,5.0,4.0,4.0,8.0,11.0,4106.0,4764.0,82.0,75.0,417.0,96.0,1460.0,1460.0,565.0,593.0,98.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
904,16.0,14.0,2250.0,6059.0,2.0,1.0,3.0,4.0,6.0,9.0,1578.0,5487.0,77.0,87.0,428.0,1460.0,586.0,1460.0,227.0,608.0,106.0,129.0,amazon-amazon-echo-dot-with-clock-gen3
905,13.0,13.0,1620.0,7283.0,1.0,2.0,1.0,5.0,4.0,7.0,936.0,6599.0,60.0,52.0,204.0,1448.0,575.0,1448.0,206.0,591.0,110.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
906,13.0,13.0,1592.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,38.0,35.0,204.0,1448.0,547.0,1448.0,194.0,591.0,85.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
907,14.0,13.0,1780.0,7289.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,69.0,74.0,204.0,1448.0,683.0,1448.0,251.0,591.0,129.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
908,26.0,22.0,13095.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,12023.0,4764.0,68.0,65.0,417.0,96.0,1460.0,1460.0,632.0,593.0,86.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
909,26.0,21.0,13414.0,5616.0,2.0,5.0,9.0,4.0,13.0,11.0,12342.0,4764.0,67.0,73.0,417.0,96.0,1460.0,1460.0,632.0,593.0,107.0,110.0,amazon-amazon-echo-dot-with-clock-gen3
910,26.0,21.0,13031.0,5616.0,2.0,5.0,9.0,4.0,13.0,11.0,11959.0,4764.0,63.0,68.0,417.0,96.0,1460.0,1460.0,632.0,593.0,84.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
911,26.0,21.0,12941.0,5616.0,2.0,5.0,9.0,4.0,13.0,11.0,11869.0,4764.0,63.0,68.0,417.0,96.0,1460.0,1460.0,633.0,593.0,83.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
912,13.0,14.0,1612.0,7338.0,1.0,2.0,1.0,6.0,4.0,8.0,928.0,6602.0,47.0,38.0,204.0,1448.0,567.0,1448.0,202.0,561.0,96.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
913,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,105.0,96.0,202.0,1460.0,796.0,1460.0,299.0,517.0,106.0,109.0,amazon-amazon-echo-dot-with-clock-gen3
914,14.0,10.0,1753.0,7012.0,1.0,1.0,1.0,5.0,4.0,6.0,1161.0,6600.0,91.0,106.0,202.0,1460.0,802.0,2370.0,301.0,771.0,99.0,110.0,amazon-amazon-echo-dot-with-clock-gen3
915,21.0,18.0,5803.0,5496.0,2.0,5.0,4.0,2.0,8.0,9.0,4931.0,4764.0,89.0,90.0,417.0,96.0,1460.0,4075.0,612.0,1257.0,104.0,112.0,amazon-amazon-echo-dot-with-clock-gen3
916,19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,3.0,6.0,10.0,1926.0,4764.0,102.0,88.0,417.0,96.0,1164.0,2615.0,398.0,827.0,107.0,109.0,amazon-amazon-echo-dot-with-clock-gen3
917,15.0,13.0,1964.0,6196.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,68.0,77.0,416.0,1460.0,540.0,1591.0,199.0,633.0,87.0,92.0,amazon-amazon-echo-dot-with-clock-gen3
918,13.0,12.0,1672.0,7266.0,1.0,2.0,1.0,4.0,4.0,6.0,988.0,6634.0,45.0,45.0,207.0,2896.0,624.0,2896.0,226.0,966.0,81.0,65.0,amazon-amazon-echo-dot-with-clock-gen3
919,117.0,166.0,16466.0,17251.0,68.0,68.0,17.0,5.0,88.0,84.0,11730.0,10599.0,15385.0,10816.0,214.0,1460.0,1460.0,1642.0,433.0,876.0,15335.0,10782.0,amazon-amazon-echo-dot-with-clock-gen3
920,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,118.0,101.0,202.0,1460.0,796.0,1460.0,299.0,517.0,129.0,118.0,amazon-amazon-echo-dot-with-clock-gen3
921,17.0,13.0,1897.0,8643.0,1.0,2.0,1.0,7.0,4.0,9.0,1161.0,8111.0,92.0,102.0,202.0,1460.0,802.0,1460.0,301.0,577.0,123.0,115.0,amazon-amazon-echo-dot-with-clock-gen3
922,29.0,25.0,16672.0,5820.0,2.0,5.0,11.0,4.0,16.0,11.0,15480.0,4764.0,79.0,83.0,417.0,96.0,1460.0,1460.0,632.0,593.0,99.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
923,19.0,19.0,2718.0,5536.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,104.0,90.0,417.0,96.0,1164.0,1460.0,398.0,593.0,111.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
924,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,113.0,102.0,202.0,1460.0,796.0,1460.0,299.0,517.0,115.0,116.0,amazon-amazon-echo-dot-with-clock-gen3
925,14.0,11.0,1753.0,7052.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6600.0,102.0,107.0,202.0,1460.0,802.0,1460.0,301.0,528.0,113.0,125.0,amazon-amazon-echo-dot-with-clock-gen3
926,13.0,13.0,1604.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,55.0,49.0,204.0,1448.0,547.0,1448.0,194.0,591.0,101.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
927,26.0,21.0,13639.0,5616.0,2.0,5.0,9.0,4.0,14.0,11.0,12579.0,4764.0,82.0,89.0,417.0,96.0,1460.0,1460.0,634.0,593.0,151.0,108.0,amazon-amazon-echo-dot-with-clock-gen3
928,28.0,22.0,15444.0,5656.0,2.0,5.0,11.0,4.0,15.0,11.0,14292.0,4764.0,73.0,81.0,417.0,96.0,1460.0,1460.0,632.0,593.0,107.0,109.0,amazon-amazon-echo-dot-with-clock-gen3
929,28.0,23.0,12272.0,5741.0,2.0,6.0,8.0,4.0,13.0,12.0,11108.0,4809.0,68.0,72.0,417.0,96.0,1460.0,1460.0,639.0,602.0,101.0,106.0,amazon-amazon-echo-dot-with-clock-gen3
930,22.0,15.0,1830.0,7153.0,4.0,5.0,1.0,3.0,8.0,10.0,918.0,6541.0,2520.0,3048.0,214.0,1460.0,320.0,3102.0,96.0,983.0,2458.0,2985.0,amazon-amazon-echo-dot-with-clock-gen3
931,20.0,18.0,4352.0,5496.0,2.0,5.0,3.0,4.0,7.0,11.0,3520.0,4764.0,92.0,91.0,417.0,96.0,1460.0,1460.0,568.0,593.0,99.0,104.0,amazon-amazon-echo-dot-with-clock-gen3
932,14.0,14.0,1660.0,7335.0,1.0,2.0,1.0,6.0,4.0,8.0,924.0,6599.0,37.0,36.0,204.0,1448.0,563.0,1448.0,201.0,561.0,93.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
933,13.0,13.0,1692.0,7303.0,1.0,2.0,1.0,5.0,4.0,7.0,1008.0,6619.0,51.0,45.0,204.0,1448.0,647.0,1448.0,236.0,592.0,97.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
934,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,106.0,96.0,202.0,1460.0,796.0,1460.0,299.0,517.0,109.0,113.0,amazon-amazon-echo-dot-with-clock-gen3
935,14.0,10.0,1753.0,7012.0,1.0,1.0,1.0,4.0,4.0,5.0,1161.0,6600.0,96.0,112.0,202.0,1460.0,802.0,3830.0,301.0,1344.0,111.0,118.0,amazon-amazon-echo-dot-with-clock-gen3
936,13.0,14.0,1728.0,7370.0,1.0,2.0,1.0,6.0,4.0,8.0,1044.0,6634.0,57.0,46.0,204.0,1448.0,683.0,1448.0,251.0,560.0,98.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
937,21.0,20.0,2810.0,5621.0,2.0,6.0,2.0,4.0,6.0,12.0,1926.0,4809.0,79.0,73.0,417.0,96.0,1164.0,1460.0,398.0,602.0,82.0,86.0,amazon-amazon-echo-dot-with-clock-gen3
938,14.0,13.0,1924.0,6196.0,1.0,1.0,3.0,4.0,5.0,6.0,1332.0,5664.0,79.0,84.0,416.0,1460.0,540.0,1591.0,190.0,633.0,102.0,111.0,amazon-amazon-echo-dot-with-clock-gen3
939,13.0,13.0,1612.0,7257.0,1.0,2.0,1.0,5.0,4.0,7.0,928.0,6573.0,48.0,42.0,204.0,1448.0,567.0,1448.0,202.0,590.0,91.0,75.0,amazon-amazon-echo-dot-with-clock-gen3
940,22.0,19.0,6465.0,5536.0,2.0,5.0,5.0,4.0,9.0,11.0,5553.0,4764.0,84.0,85.0,417.0,96.0,1460.0,1460.0,610.0,593.0,97.0,107.0,amazon-amazon-echo-dot-with-clock-gen3
941,26.0,20.0,12548.0,5576.0,2.0,5.0,9.0,3.0,13.0,10.0,11476.0,4764.0,67.0,75.0,417.0,96.0,1460.0,2615.0,635.0,827.0,96.0,106.0,amazon-amazon-echo-dot-with-clock-gen3
942,108.0,163.0,15813.0,17008.0,63.0,67.0,16.0,4.0,82.0,81.0,11461.0,10476.0,16708.0,11035.0,214.0,1460.0,1460.0,3102.0,649.0,1114.0,16648.0,10977.0,amazon-amazon-echo-dot-with-clock-gen3
943,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,111.0,101.0,202.0,1460.0,796.0,1460.0,299.0,517.0,112.0,119.0,amazon-amazon-echo-dot-with-clock-gen3
944,14.0,12.0,1753.0,7092.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6600.0,97.0,91.0,202.0,1460.0,802.0,1460.0,301.0,528.0,111.0,117.0,amazon-amazon-echo-dot-with-clock-gen3
945,13.0,13.0,1672.0,7318.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,47.0,41.0,207.0,1448.0,624.0,1448.0,226.0,593.0,83.0,66.0,amazon-amazon-echo-dot-with-clock-gen3
946,27.0,22.0,13820.0,5656.0,2.0,5.0,10.0,4.0,14.0,11.0,12708.0,4764.0,68.0,75.0,417.0,96.0,1460.0,1460.0,633.0,593.0,94.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
947,26.0,22.0,13358.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,12286.0,4764.0,66.0,68.0,417.0,96.0,1460.0,1460.0,632.0,593.0,104.0,85.0,amazon-amazon-echo-dot-with-clock-gen3
948,30.0,22.0,15703.0,5701.0,2.0,6.0,11.0,4.0,15.0,12.0,14459.0,4809.0,55.0,66.0,417.0,96.0,1460.0,1460.0,632.0,602.0,84.0,91.0,amazon-amazon-echo-dot-with-clock-gen3
949,26.0,20.0,13088.0,5576.0,2.0,5.0,9.0,4.0,13.0,11.0,12016.0,4764.0,73.0,83.0,417.0,96.0,1460.0,1460.0,632.0,593.0,96.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
950,19.0,20.0,2718.0,5576.0,2.0,5.0,2.0,4.0,6.0,11.0,1926.0,4764.0,103.0,84.0,417.0,96.0,1164.0,1460.0,398.0,593.0,111.0,94.0,amazon-amazon-echo-dot-with-clock-gen3
951,13.0,13.0,1592.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,46.0,41.0,204.0,1448.0,547.0,1448.0,194.0,591.0,94.0,74.0,amazon-amazon-echo-dot-with-clock-gen3
952,20.0,18.0,4352.0,5496.0,2.0,5.0,3.0,4.0,7.0,11.0,3520.0,4764.0,88.0,84.0,417.0,96.0,1460.0,1460.0,568.0,593.0,101.0,102.0,amazon-amazon-echo-dot-with-clock-gen3
953,23.0,16.0,1869.0,7193.0,6.0,5.0,1.0,3.0,9.0,10.0,917.0,6541.0,1704.0,2444.0,214.0,1460.0,319.0,3102.0,95.0,983.0,1640.0,2381.0,amazon-amazon-echo-dot-with-clock-gen3
954,13.0,14.0,1692.0,7384.0,1.0,2.0,1.0,6.0,4.0,8.0,1008.0,6648.0,32.0,28.0,204.0,1448.0,647.0,1448.0,236.0,559.0,82.0,76.0,amazon-amazon-echo-dot-with-clock-gen3
955,14.0,12.0,1747.0,7158.0,1.0,1.0,1.0,5.0,4.0,6.0,1155.0,6666.0,101.0,98.0,202.0,1460.0,796.0,2370.0,299.0,761.0,103.0,107.0,amazon-amazon-echo-dot-with-clock-gen3
956,14.0,10.0,1753.0,7012.0,1.0,1.0,1.0,5.0,4.0,6.0,1161.0,6600.0,85.0,99.0,202.0,1460.0,802.0,2370.0,301.0,771.0,96.0,106.0,amazon-amazon-echo-dot-with-clock-gen3
957,13.0,13.0,1728.0,7289.0,1.0,2.0,1.0,5.0,4.0,7.0,1044.0,6605.0,55.0,49.0,204.0,1448.0,683.0,1448.0,251.0,591.0,104.0,81.0,amazon-amazon-echo-dot-with-clock-gen3
958,24.0,20.0,6520.0,5621.0,2.0,6.0,5.0,4.0,9.0,12.0,5516.0,4809.0,69.0,73.0,417.0,96.0,1460.0,1460.0,612.0,602.0,86.0,95.0,amazon-amazon-echo-dot-with-clock-gen3
959,21.0,21.0,2810.0,5661.0,2.0,6.0,2.0,4.0,6.0,12.0,1926.0,4809.0,90.0,78.0,417.0,96.0,1164.0,1460.0,398.0,602.0,101.0,88.0,amazon-amazon-echo-dot-with-clock-gen3
960,14.0,13.0,1747.0,7198.0,1.0,1.0,1.0,6.0,4.0,7.0,1155.0,6666.0,104.0,94.0,202.0,1460.0,796.0,1460.0,299.0,517.0,106.0,110.0,amazon-amazon-echo-dot-with-clock-gen3
961,14.0,11.0,1753.0,7052.0,1.0,1.0,1.0,6.0,4.0,7.0,1161.0,6600.0,94.0,99.0,202.0,1460.0,802.0,1460.0,301.0,528.0,106.0,115.0,amazon-amazon-echo-dot-with-clock-gen3
962,15.0,14.0,1964.0,6236.0,2.0,1.0,3.0,4.0,6.0,6.0,1332.0,5664.0,68.0,73.0,416.0,1460.0,540.0,1591.0,199.0,633.0,84.0,105.0,amazon-amazon-echo-dot-with-clock-gen3
963,28.0,20.0,16191.0,5576.0,2.0,5.0,11.0,3.0,15.0,10.0,15039.0,4764.0,77.0,100.0,417.0,96.0,1460.0,2615.0,634.0,827.0,84.0,100.0,amazon-amazon-echo-dot-with-clock-gen3
964,26.0,23.0,12819.0,5696.0,2.0,5.0,9.0,4.0,13.0,11.0,11747.0,4764.0,86.0,85.0,417.0,96.0,1460.0,1460.0,633.0,593.0,126.0,115.0,amazon-amazon-echo-dot-with-clock-gen3
965,26.0,20.0,13143.0,5576.0,2.0,5.0,9.0,4.0,13.0,11.0,12071.0,4764.0,68.0,76.0,417.0,96.0,1460.0,1460.0,632.0,593.0,101.0,87.0,amazon-amazon-echo-dot-with-clock-gen3
966,26.0,22.0,13492.0,5656.0,2.0,5.0,9.0,4.0,13.0,11.0,12420.0,4764.0,68.0,70.0,417.0,96.0,1460.0,1460.0,632.0,593.0,93.0,82.0,amazon-amazon-echo-dot-with-clock-gen3
967,118.0,173.0,21192.0,19362.0,63.0,69.0,22.0,9.0,88.0,87.0,16428.0,12382.0,15332.0,10429.0,214.0,1460.0,1460.0,1642.0,632.0,866.0,15266.0,10385.0,amazon-amazon-echo-dot-with-clock-gen3
968,13.0,13.0,1612.0,7257.0,1.0,2.0,1.0,5.0,4.0,7.0,928.0,6573.0,50.0,42.0,204.0,1448.0,567.0,1448.0,202.0,590.0,82.0,79.0,amazon-amazon-echo-dot-with-clock-gen3
969,13.0,13.0,1672.0,7318.0,1.0,2.0,1.0,5.0,4.0,7.0,988.0,6634.0,46.0,41.0,207.0,1448.0,624.0,1448.0,226.0,593.0,82.0,66.0,amazon-amazon-echo-dot-with-clock-gen3
970,20.0,18.0,4352.0,5496.0,2.0,5.0,3.0,4.0,7.0,11.0,3520.0,4764.0,94.0,91.0,417.0,96.0,1460.0,1460.0,568.0,593.0,107.0,108.0,amazon-amazon-echo-dot-with-clock-gen3
971,13.0,13.0,1592.0,7276.0,1.0,2.0,1.0,5.0,4.0,7.0,908.0,6592.0,49.0,44.0,204.0,1448.0,547.0,1448.0,194.0,591.0,96.0,80.0,amazon-amazon-echo-dot-with-clock-gen3
